poster_number,number_recommend,avg_node_distance,avg_node_distance_kw,avg_node_distance_wv,avg_node_distance_cv,avg_node_distance_le,avg_random
2014,4,1.5,3.0,3.0,2.1,2.1,2.7
2014,5,1.4,2.8,2.1,1.8,1.8,3.0
2014,6,1.7,3.0,2.1,1.8,1.9,2.8
2014,7,2.1,2.7,2.4,1.8,2.2,2.8
2014,8,1.7,2.6,2.3,1.5,1.8,2.7
2014,9,1.8,2.8,2.3,1.5,2.4,2.8
2014,10,2.1,2.8,2.3,1.8,2.7,3.0
3049,1,1.9,2.4,2.2,2.5,1.9,3.0
3049,2,1.6,2.7,1.8,1.9,1.2,2.9
3049,3,0.8,2.9,1.0,1.6,0.7,3.0
3049,4,0.5,3.0,0.8,1.0,0.8,3.0
3049,5,0.5,3.0,0.7,1.2,0.7,3.0
3049,6,0.9,3.0,0.6,0.5,0.6,2.9
3049,7,0.9,2.9,0.5,0.9,0.8,2.9
3049,8,1.0,2.9,0.6,1.2,0.9,3.0
3049,9,0.9,2.9,0.7,1.2,0.9,2.9
3049,10,0.9,3.0,0.6,1.2,1.0,2.9
5270,1,1.5,1.3,1.9,1.7,1.6,2.9
5270,2,1.3,0.9,1.5,1.6,1.3,2.8
5270,3,0.4,1.0,2.0,1.4,1.2,2.8
5270,4,0.6,0.6,1.8,1.2,0.6,2.8
5270,5,0.1,1.3,1.8,1.2,0.6,2.8
5270,6,0.8,1.0,1.9,1.3,0.8,2.5
5270,7,0.9,1.2,1.7,1.1,0.9,2.6
5270,8,0.5,1.2,2.2,1.3,0.8,2.5
5270,9,0.5,1.1,2.0,1.3,0.8,2.5
5270,10,1.1,1.1,1.9,1.5,1.1,2.4
2877,1,0.4,1.4,0.5,0.7,0.4,2.6
2877,2,0.2,1.2,1.1,0.6,0.4,2.9
2877,3,0.1,1.3,1.0,0.7,0.3,2.7
2877,4,0.2,1.6,1.4,0.5,0.3,2.8
2877,5,0.3,1.7,1.1,0.4,0.3,2.1
2877,6,0.3,1.1,0.5,0.8,0.3,2.6
2877,7,0.3,1.0,0.3,0.2,0.4,3.0
2877,8,0.2,1.0,0.7,0.6,0.3,3.0
2877,9,0.2,1.4,0.5,0.5,0.4,2.3
2877,10,0.3,1.4,0.5,0.2,0.4,2.9
6813,1,1.8,1.7,1.9,2.0,1.7,2.9
6813,2,1.2,2.2,1.5,1.3,1.4,2.8
6813,3,0.8,2.6,2.1,1.5,1.1,2.9
6813,4,0.9,2.0,1.6,0.8,0.5,3.0
6813,5,1.1,2.2,2.0,1.1,1.0,2.8
6813,6,1.0,2.2,1.6,0.9,1.0,3.0
6813,7,1.0,2.3,2.0,0.8,1.0,2.9
6813,8,0.8,2.1,1.9,1.0,0.9,3.0
6813,9,0.7,2.4,1.9,1.0,0.4,2.8
6813,10,0.5,2.1,2.2,1.0,0.7,3.0
12552,1,2.2,1.1,2.5,2.5,2.5,2.9
12552,2,2.2,2.5,2.7,2.4,2.2,2.5
12552,3,0.9,2.7,1.2,1.2,1.6,3.0
12552,4,0.9,2.8,2.0,1.2,1.4,2.9
12552,5,0.8,3.0,2.2,1.1,1.3,2.9
12552,6,0.7,2.7,1.7,1.3,1.1,3.0
12552,7,0.8,3.0,1.1,1.2,0.8,3.0
12552,8,0.6,3.0,1.4,0.9,0.9,3.0
12552,9,0.3,2.9,1.2,0.6,0.4,2.9
12552,10,0.3,2.9,0.9,0.5,0.3,2.9
5990,1,1.6,2.0,1.8,2.2,1.7,2.7
5990,2,0.9,2.4,1.8,1.4,0.6,2.8
5990,3,0.8,2.6,1.6,1.6,0.9,2.7
5990,4,0.8,2.6,1.6,1.1,0.7,2.5
5990,5,0.9,2.4,1.6,1.5,0.6,2.7
5990,6,1.0,1.9,1.3,0.9,0.7,2.7
5990,7,1.1,1.9,1.8,0.9,0.6,2.7
5990,8,1.1,1.7,1.8,1.0,0.8,2.5
5990,9,1.1,1.8,1.9,1.2,0.9,2.8
5990,10,1.0,1.7,1.6,1.6,1.5,2.7
471,1,1.0,2.2,1.3,2.4,1.6,2.8
471,2,0.7,1.6,0.7,1.8,0.9,2.8
471,3,0.8,1.9,0.9,1.6,1.1,2.8
471,4,1.0,2.4,1.1,1.6,1.1,2.6
471,5,1.1,2.6,1.6,1.7,1.3,3.0
471,6,1.0,2.9,1.5,1.8,1.0,2.8
471,7,1.1,2.8,2.0,1.7,1.1,2.6
471,8,1.0,2.9,2.3,2.1,1.3,2.9
471,9,1.2,2.9,2.2,2.0,1.4,2.8
471,10,0.9,2.9,2.1,2.0,1.3,3.0
10540,1,1.6,2.5,1.2,1.7,1.5,2.2
10540,2,2.1,2.8,2.3,2.2,2.2,3.0
10540,3,2.5,1.9,2.2,2.5,2.5,2.9
10540,4,2.4,2.1,2.1,1.9,2.5,2.5
10540,5,2.4,1.6,2.3,1.9,2.1,2.9
10540,6,1.9,1.4,1.7,1.7,1.7,2.2
10540,7,0.9,1.5,1.4,1.6,1.2,2.4
10540,8,0.8,0.8,1.5,1.5,1.2,2.7
10540,9,0.7,1.6,1.3,1.9,1.1,2.8
10540,10,0.9,1.6,1.3,1.9,1.0,2.9
7718,1,1.6,1.7,1.3,1.5,1.7,2.7
7718,2,0.9,1.6,1.3,1.1,0.9,2.4
7718,3,0.6,2.0,1.4,1.3,0.7,2.8
7718,4,0.3,2.0,1.5,1.3,0.6,2.9
7718,5,0.2,1.6,1.4,1.1,0.2,2.9
7718,6,0.3,2.0,1.2,1.1,0.3,2.7
7718,7,0.3,1.9,1.3,1.0,0.2,2.7
7718,8,0.6,2.3,1.1,1.3,0.5,2.9
7718,9,0.5,2.4,1.6,1.2,0.5,2.7
7718,10,0.9,2.3,1.3,0.8,0.8,2.6
9050,1,2.5,2.1,2.7,2.6,2.7,3.0
9050,2,1.7,2.2,1.7,1.8,1.7,3.0
9050,3,1.7,2.1,1.4,1.3,1.3,2.9
9050,4,1.7,1.9,1.4,1.8,1.6,2.9
9050,5,1.2,1.3,0.8,1.6,1.0,2.9
9050,6,1.5,1.7,1.6,1.7,1.0,2.9
9050,7,1.7,2.1,1.5,1.8,1.9,2.8
9050,8,1.2,2.3,1.5,1.5,2.1,2.9
9050,9,1.6,2.2,1.9,2.0,1.8,2.7
9050,10,1.7,2.3,2.1,2.0,1.9,2.8
4859,1,2.0,2.3,2.0,2.6,1.7,3.0
4859,2,1.8,2.8,2.0,2.1,1.6,2.6
4859,3,1.4,2.7,2.2,1.7,1.7,2.9
4859,4,1.7,2.6,2.3,1.5,1.3,3.0
4859,5,1.5,2.5,2.2,1.9,1.9,2.8
4859,6,1.4,2.4,1.9,2.0,1.6,2.9
4859,7,1.6,2.6,1.9,1.9,1.5,3.0
4859,8,1.6,2.6,1.9,1.8,1.5,3.0
4859,9,1.4,2.6,2.2,2.0,1.6,3.0
4859,10,1.4,2.6,1.9,1.8,1.5,3.0
14485,1,1.1,2.7,0.8,2.4,1.0,2.8
14485,2,0.4,2.5,0.8,0.2,0.3,2.9
14485,3,0.3,2.9,0.8,0.2,0.3,2.9
14485,4,0.6,2.8,0.8,0.9,0.2,2.8
14485,5,0.5,2.6,0.5,0.4,0.2,3.0
14485,6,0.2,2.6,0.5,0.3,0.2,3.0
14485,7,0.5,2.4,0.4,0.3,0.5,2.9
14485,8,0.5,2.3,0.4,0.3,0.5,3.0
14485,9,0.5,2.3,0.2,0.3,0.5,3.0
14485,10,0.5,2.3,0.4,0.3,0.5,3.0
5785,1,1.7,2.3,2.1,2.3,2.0,2.8
5785,2,1.8,2.2,1.3,2.3,2.4,2.8
5785,3,2.1,2.7,1.1,2.0,1.5,3.0
5785,4,1.6,2.4,1.5,1.1,1.4,2.4
5785,5,1.3,1.9,1.5,1.0,1.2,2.7
5785,6,1.4,2.3,1.4,1.2,1.4,2.8
5785,7,1.3,1.8,1.4,1.3,1.4,2.4
5785,8,1.3,2.2,1.2,1.5,1.4,3.0
5785,9,1.5,1.5,1.2,1.6,1.5,2.7
5785,10,1.3,1.4,1.3,1.6,1.6,2.8
10695,1,1.2,1.7,2.0,1.9,1.0,3.0
10695,2,0.6,1.3,1.5,1.6,0.6,2.9
10695,3,0.6,1.2,2.1,1.2,0.6,3.0
10695,4,1.1,1.7,1.6,0.9,0.6,3.0
10695,5,0.9,1.9,1.4,1.4,0.6,2.9
10695,6,1.0,1.9,1.4,1.6,0.7,3.0
10695,7,0.9,1.7,1.0,1.4,0.7,2.7
10695,8,0.6,1.8,1.0,1.4,0.4,2.9
10695,9,0.7,1.9,1.2,1.3,0.4,3.0
10695,10,0.6,2.1,0.6,1.2,0.3,3.0
3733,1,1.5,2.2,2.5,1.6,1.7,2.9
3733,2,0.7,1.7,1.5,1.9,0.8,2.7
3733,3,0.6,1.3,1.2,1.6,0.7,2.8
3733,4,0.8,2.0,0.9,1.2,0.8,2.6
3733,5,0.6,2.1,0.9,1.2,0.8,3.0
3733,6,0.5,1.6,1.7,1.3,0.8,2.7
3733,7,0.4,1.5,1.0,0.9,0.7,2.9
3733,8,0.5,1.6,1.3,1.2,0.6,2.8
3733,9,0.8,1.6,0.9,1.2,1.1,2.3
3733,10,0.8,1.5,1.0,1.6,1.1,2.4
7971,1,1.6,2.7,2.6,1.9,2.6,2.9
7971,2,0.9,2.5,2.0,1.6,1.3,2.8
7971,3,0.5,2.8,1.9,1.4,0.8,3.0
7971,4,0.5,2.9,1.8,1.1,0.8,2.9
7971,5,0.6,2.9,2.2,1.0,0.9,2.8
7971,6,0.6,2.6,2.2,0.9,0.9,2.9
7971,7,0.6,2.6,1.9,0.9,0.9,2.8
7971,8,0.7,2.5,1.9,0.9,0.8,2.9
7971,9,0.6,2.4,1.9,0.9,0.7,3.0
7971,10,0.6,2.8,1.9,0.8,1.0,2.8
8626,1,1.6,1.7,2.3,1.9,1.4,2.8
8626,2,1.3,1.5,1.5,1.8,1.2,2.6
8626,3,0.9,2.8,1.7,1.7,1.2,2.7
8626,4,1.3,2.8,1.9,1.2,1.0,2.7
8626,5,1.6,2.4,1.8,1.7,1.0,2.9
8626,6,1.1,1.5,1.4,0.9,0.8,2.9
8626,7,1.1,2.1,1.4,1.2,0.8,2.7
8626,8,1.3,2.2,1.5,1.7,1.0,2.8
8626,9,1.1,2.2,1.5,1.4,0.7,2.8
8626,10,1.1,2.1,1.3,1.8,1.0,2.6
14131,1,1.7,2.0,1.8,1.6,1.5,2.6
14131,2,0.6,2.0,0.9,0.8,0.8,2.9
14131,3,0.8,1.4,1.0,0.8,0.8,2.5
14131,4,0.6,1.5,1.2,0.7,0.7,2.6
14131,5,0.9,1.2,1.3,0.7,0.6,2.5
14131,6,0.6,1.3,1.1,0.8,0.7,2.7
14131,7,0.6,1.3,1.2,0.8,0.7,2.3
14131,8,0.5,1.1,1.2,0.8,0.6,2.9
14131,9,0.5,1.4,1.1,0.7,0.7,2.8
14131,10,0.8,1.3,0.8,0.8,0.7,2.7
9679,1,2.7,2.5,2.3,2.2,2.4,3.0
9679,2,1.1,2.5,1.1,1.6,1.4,2.8
9679,3,1.1,2.1,1.0,1.3,1.1,3.0
9679,4,0.6,2.4,0.9,0.9,0.9,3.0
9679,5,0.9,1.7,0.7,0.8,1.2,3.0
9679,6,0.9,2.3,0.9,0.8,0.9,2.9
9679,7,0.7,2.5,1.0,1.0,0.8,2.7
9679,8,0.7,2.5,1.2,0.8,0.9,2.8
9679,9,0.9,2.1,0.9,0.9,0.9,2.8
9679,10,0.6,2.0,1.1,0.8,0.8,3.0
9583,1,2.4,1.8,2.3,2.2,2.2,2.9
9583,2,1.3,2.6,2.2,2.2,1.7,3.0
9583,3,1.5,2.4,2.3,2.0,1.6,3.0
9583,4,1.4,2.6,2.1,1.6,1.3,3.0
9583,5,0.8,2.7,2.1,1.9,1.3,3.0
9583,6,0.8,2.9,2.1,1.9,1.1,3.0
9583,7,0.7,2.8,1.7,1.6,1.4,2.8
9583,8,0.8,2.9,1.6,1.9,1.4,2.9
9583,9,0.6,2.9,1.4,1.6,1.5,3.0
9583,10,0.6,3.0,1.5,1.4,1.2,3.0
10092,1,1.4,2.6,1.9,2.3,1.3,2.8
10092,2,1.9,2.8,1.2,1.7,1.6,2.9
10092,3,1.0,3.0,1.1,1.1,0.8,2.9
10092,4,0.7,2.5,1.4,0.9,0.7,3.0
10092,5,0.6,2.3,1.2,1.1,1.3,2.5
10092,6,0.9,2.3,1.2,0.8,0.9,2.8
10092,7,0.4,2.1,1.2,0.7,1.1,2.7
10092,8,0.6,1.9,0.8,0.7,0.9,3.0
10092,9,1.0,2.6,1.4,1.0,1.2,3.0
10092,10,1.0,2.4,0.9,0.5,1.0,2.8
11079,1,0.2,1.4,0.7,1.0,0.5,2.7
11079,2,1.2,0.9,0.6,0.7,0.7,3.0
11079,3,0.7,1.2,0.6,0.3,0.7,2.6
11079,4,1.7,1.2,0.5,0.9,1.2,2.3
11079,5,1.2,0.8,0.5,0.9,1.2,2.1
11079,6,1.2,0.8,1.3,0.9,1.0,2.8
11079,7,0.9,1.0,1.3,0.9,1.0,2.5
11079,8,1.0,1.0,1.4,1.0,1.1,2.8
11079,9,1.0,1.0,1.4,0.8,1.0,2.2
11079,10,0.7,1.0,1.4,0.8,0.8,2.6
4152,1,2.1,1.9,2.0,2.6,1.6,2.7
4152,2,0.6,0.8,1.0,0.7,1.2,2.9
4152,3,0.8,1.4,1.4,1.4,1.3,2.8
4152,4,0.7,1.1,1.1,1.0,1.0,2.7
4152,5,0.7,1.5,0.9,0.9,0.4,2.8
4152,6,0.7,1.1,0.9,0.4,0.4,2.7
4152,7,0.6,1.7,0.6,0.4,0.7,2.9
4152,8,0.6,2.1,0.6,0.5,0.9,2.5
4152,9,0.6,1.4,0.6,0.5,0.9,2.7
4152,10,0.3,1.9,0.9,0.8,0.6,2.8
14272,1,1.9,1.7,1.8,2.0,1.6,2.7
14272,2,1.8,1.9,1.9,1.9,1.8,2.6
14272,3,1.8,1.9,1.9,1.9,1.8,2.3
14272,4,1.6,1.6,1.7,2.0,2.0,2.7
14272,5,2.0,1.8,1.9,1.5,2.0,2.8
14272,6,1.8,1.9,2.0,1.8,2.0,2.4
14272,7,1.9,1.7,2.1,1.6,2.3,2.9
14272,8,1.9,1.8,1.9,1.6,2.2,2.9
14272,9,1.7,1.7,2.0,1.6,2.2,2.9
14272,10,1.9,1.6,1.9,1.9,2.2,2.7
3746,1,0.9,1.6,2.0,2.4,0.9,2.9
3746,2,0.9,1.2,1.5,2.4,1.0,2.7
3746,3,1.3,2.1,1.4,1.8,0.5,2.5
3746,4,1.0,2.0,1.8,1.7,1.2,2.6
3746,5,0.4,1.5,1.6,2.1,0.7,2.3
3746,6,0.4,1.1,1.8,1.8,1.0,2.9
3746,7,0.5,1.3,1.4,1.2,1.0,3.0
3746,8,0.7,1.4,1.6,1.3,0.7,2.7
3746,9,0.6,1.1,1.6,1.3,0.7,2.5
3746,10,0.6,1.2,1.6,0.9,0.5,2.7
5937,1,1.5,1.5,1.7,1.7,1.2,2.8
5937,2,1.1,1.8,1.3,1.0,1.2,2.5
5937,3,1.0,1.8,1.2,1.1,1.1,2.9
5937,4,0.6,2.0,1.5,0.9,0.8,2.8
5937,5,0.6,1.6,1.1,0.6,0.7,2.9
5937,6,0.3,1.6,1.2,0.7,0.8,2.9
5937,7,0.5,1.5,1.2,0.7,0.5,2.8
5937,8,0.8,1.5,1.6,0.8,0.4,2.9
5937,9,0.4,1.6,1.1,0.7,0.4,2.7
5937,10,0.8,1.5,1.8,0.7,0.5,2.9
8154,1,1.8,1.9,1.8,2.0,1.8,2.7
8154,2,1.5,2.4,1.6,1.7,1.6,2.8
8154,3,1.2,2.7,1.4,1.9,0.8,2.7
8154,4,0.8,2.5,1.4,1.5,0.7,2.6
8154,5,0.5,2.6,1.2,1.5,0.5,2.6
8154,6,0.4,2.5,1.1,0.9,0.5,3.0
8154,7,0.8,2.4,0.9,1.3,0.8,2.9
8154,8,0.4,2.4,1.3,1.0,0.2,2.8
8154,9,0.6,2.3,1.1,0.9,0.6,2.9
8154,10,0.8,2.6,1.0,1.0,0.8,2.6
11371,1,2.1,2.4,2.5,2.2,2.5,2.9
11371,2,2.0,2.5,1.8,1.6,2.4,2.8
11371,3,1.5,2.5,1.4,1.5,1.6,2.9
11371,4,2.0,2.4,1.7,1.4,1.8,2.8
11371,5,1.8,2.5,1.8,1.7,2.3,2.8
11371,6,1.6,2.1,1.4,1.8,2.2,3.0
11371,7,1.8,2.7,1.8,1.8,1.6,3.0
11371,8,1.8,2.8,1.6,1.7,1.6,2.9
11371,9,1.7,2.5,1.7,1.4,1.7,2.8
11371,10,1.9,2.7,1.6,1.8,1.9,3.0
7911,1,1.7,2.5,2.1,2.6,2.0,3.0
7911,2,1.5,2.4,2.2,2.3,2.2,2.9
7911,3,1.4,2.4,2.1,1.5,1.8,2.9
7911,4,1.4,2.6,1.7,1.5,1.6,3.0
7911,5,1.6,2.2,1.9,1.4,1.9,2.8
7911,6,1.5,2.2,1.7,1.6,1.5,2.9
7911,7,1.5,1.9,1.7,1.4,1.5,2.8
7911,8,1.3,2.0,1.4,1.3,1.4,2.6
7911,9,1.3,1.8,1.7,1.4,1.5,3.0
7911,10,1.3,2.1,1.5,1.7,1.6,2.7
13932,1,1.9,2.2,1.9,1.9,2.1,2.8
13932,2,0.7,1.7,1.0,0.7,1.3,2.8
13932,3,0.7,1.9,0.5,0.7,0.9,2.8
13932,4,0.7,2.1,1.2,0.7,1.0,2.8
13932,5,0.9,1.8,1.2,1.1,1.0,2.9
13932,6,1.0,1.4,0.6,0.9,1.1,2.9
13932,7,1.0,1.4,0.5,0.8,1.1,2.9
13932,8,0.8,1.4,0.5,0.8,1.1,2.8
13932,9,0.8,1.4,0.5,0.5,0.7,2.9
13932,10,0.7,1.2,0.4,0.4,1.0,2.7
8768,1,1.3,1.1,1.3,1.3,1.5,2.7
8768,2,0.7,0.9,1.0,0.9,1.1,2.5
8768,3,0.9,0.9,0.8,0.7,0.6,2.4
8768,4,0.8,1.0,0.7,0.5,0.8,2.6
8768,5,0.9,0.8,0.9,0.6,0.7,2.6
8768,6,0.9,0.8,0.7,0.6,0.8,2.9
8768,7,0.8,1.1,0.7,0.6,0.9,2.5
8768,8,0.9,1.1,0.8,0.7,1.0,2.3
8768,9,0.9,1.1,0.8,0.7,1.0,2.6
8768,10,0.9,0.8,0.6,0.7,0.9,2.7
2432,1,1.5,2.1,1.7,1.6,1.5,2.5
2432,2,1.0,1.3,1.8,1.6,1.3,2.9
2432,3,0.5,2.4,1.7,1.2,0.9,2.8
2432,4,0.3,1.8,1.4,1.1,0.5,2.6
2432,5,0.7,1.5,1.7,1.2,0.8,2.1
2432,6,0.9,1.6,1.1,1.1,1.1,2.8
2432,7,0.4,1.3,1.1,1.1,1.1,2.6
2432,8,0.4,1.5,0.9,0.8,0.7,2.5
2432,9,0.9,1.7,0.6,1.3,1.0,2.9
2432,10,0.4,1.6,0.6,1.3,1.0,2.9
2740,1,1.7,2.4,1.8,1.9,1.8,2.9
2740,2,1.5,2.2,2.1,1.6,1.5,2.9
2740,3,0.9,2.0,1.8,1.8,1.5,2.8
2740,4,1.0,2.2,1.3,1.5,0.9,2.5
2740,5,1.0,2.1,1.7,2.1,1.1,2.9
2740,6,1.4,2.5,1.6,1.5,1.2,2.6
2740,7,0.9,2.1,1.3,1.0,1.3,2.9
2740,8,1.1,2.1,1.1,1.3,0.9,2.7
2740,9,1.2,1.9,1.1,1.6,1.0,2.7
2740,10,0.8,2.3,1.1,1.9,1.0,2.7
13396,1,1.2,1.9,1.4,1.9,1.3,2.6
13396,2,0.9,2.0,1.2,1.1,0.8,2.9
13396,3,1.0,1.5,1.1,1.0,0.8,2.9
13396,4,1.0,1.7,1.7,1.2,0.9,2.8
13396,5,0.9,2.1,1.7,0.9,0.8,2.8
13396,6,0.9,1.9,1.7,1.3,1.0,2.6
13396,7,0.9,2.0,1.7,1.4,0.5,2.6
13396,8,0.8,1.8,1.5,1.3,0.5,2.8
13396,9,0.9,1.9,1.4,1.3,0.5,2.7
13396,10,0.8,1.8,1.2,1.5,0.7,2.8
583,1,1.1,1.8,1.0,1.9,1.4,2.4
583,2,0.3,2.1,0.9,2.1,0.8,2.8
583,3,0.5,2.2,1.0,0.5,0.4,2.9
583,4,0.5,2.7,0.6,0.1,0.4,2.8
583,5,0.6,1.8,0.6,0.5,0.3,2.7
583,6,0.7,1.9,0.9,0.6,0.4,3.0
583,7,0.7,1.9,1.2,0.7,0.7,2.8
583,8,0.9,2.4,1.2,0.9,1.0,2.7
583,9,0.7,2.4,1.2,0.9,0.8,2.6
583,10,0.7,2.4,1.0,1.1,0.8,2.9
13435,1,0.6,1.9,1.2,0.9,0.9,3.0
13435,2,1.2,2.5,2.7,2.4,1.3,2.8
13435,3,0.7,2.9,1.1,1.1,0.9,3.0
13435,4,0.2,2.9,0.4,0.9,0.3,3.0
13435,5,0.6,2.9,0.7,0.8,0.9,2.9
13435,6,0.4,2.9,0.4,0.6,0.3,2.7
13435,7,0.3,2.9,0.8,0.9,0.4,2.8
13435,8,0.2,2.9,0.3,0.8,0.4,3.0
13435,9,0.4,3.0,0.3,0.7,0.4,2.8
13435,10,0.4,2.7,0.3,0.6,0.4,3.0
2369,1,1.2,2.0,1.3,1.7,1.7,2.9
2369,2,1.1,2.1,2.0,1.8,1.4,2.9
2369,3,1.5,1.9,1.6,1.8,1.1,2.5
2369,4,1.4,1.7,1.2,1.7,1.6,2.5
2369,5,1.5,2.5,1.2,1.2,1.9,2.6
2369,6,1.3,2.0,1.1,1.4,1.1,2.7
2369,7,0.7,1.7,0.9,1.5,1.4,3.0
2369,8,1.0,1.7,0.7,1.6,1.1,2.7
2369,9,0.7,1.8,0.9,1.7,0.8,2.7
2369,10,0.7,2.0,0.7,1.7,0.6,2.5
2578,1,2.1,2.6,1.4,2.0,1.7,2.9
2578,2,1.7,2.6,2.0,1.2,1.7,2.6
2578,3,1.3,2.4,1.0,1.1,1.3,2.6
2578,4,1.5,2.9,1.0,1.0,1.4,3.0
2578,5,1.4,2.9,1.4,1.0,1.4,2.7
2578,6,1.3,2.8,1.6,1.0,1.4,2.7
2578,7,1.6,2.8,1.9,0.9,1.6,2.9
2578,8,1.6,2.8,2.3,1.3,1.8,2.7
2578,9,1.5,3.0,2.3,1.8,1.9,2.8
2578,10,1.7,2.8,1.9,1.5,1.6,2.8
12906,1,2.3,1.6,2.6,2.3,2.4,2.8
12906,2,1.2,1.5,1.2,1.3,0.8,2.8
12906,3,0.8,1.9,0.8,1.2,0.6,2.8
12906,4,1.0,1.9,1.5,1.3,0.5,2.5
12906,5,0.8,2.3,1.0,1.9,0.6,2.8
12906,6,0.8,2.4,0.6,1.5,0.8,2.7
12906,7,0.8,2.3,1.0,1.5,0.7,2.7
12906,8,0.9,2.1,0.8,1.5,0.9,2.7
12906,9,0.9,2.4,1.1,1.5,0.9,2.6
12906,10,1.0,2.4,1.3,1.5,0.9,2.9
13429,1,2.0,2.0,2.7,1.7,1.5,2.9
13429,2,1.3,2.6,2.2,1.3,1.8,3.0
13429,3,1.2,3.0,2.1,1.3,1.3,3.0
13429,4,1.0,3.0,1.5,0.8,1.4,2.9
13429,5,1.1,3.0,1.5,1.1,1.7,2.7
13429,6,1.1,2.8,1.6,0.7,1.7,3.0
13429,7,1.4,2.9,1.9,1.1,1.1,3.0
13429,8,1.4,3.0,1.8,1.0,1.4,2.7
13429,9,1.4,3.0,1.5,1.1,1.1,3.0
13429,10,1.4,3.0,1.6,1.1,1.1,2.9
7457,1,1.8,1.4,1.7,1.3,1.9,2.6
7457,2,1.4,0.9,1.7,1.3,1.4,2.8
7457,3,0.3,0.9,1.3,1.4,0.5,2.9
7457,4,0.5,1.3,0.6,0.6,0.5,2.3
7457,5,0.6,1.7,0.5,0.7,0.7,2.4
7457,6,0.4,1.6,0.6,0.4,0.6,3.0
7457,7,0.4,1.5,0.7,0.4,0.6,2.4
7457,8,0.3,1.2,0.6,1.0,0.4,2.8
7457,9,0.3,1.5,0.6,1.0,0.2,2.7
7457,10,0.3,1.5,0.4,0.9,0.4,2.6
3652,1,2.1,2.2,1.9,1.5,2.4,3.0
3652,2,1.5,2.4,1.7,1.8,1.7,2.6
3652,3,1.7,2.4,1.8,1.9,1.9,2.8
3652,4,2.0,2.5,2.0,2.0,2.3,3.0
3652,5,2.1,2.7,2.1,2.1,2.2,3.0
3652,6,1.4,2.5,2.1,2.1,1.9,2.8
3652,7,1.3,2.5,2.2,2.0,1.6,2.7
3652,8,1.8,2.7,2.0,2.3,2.1,3.0
3652,9,1.7,2.6,2.1,2.2,1.7,2.9
3652,10,1.4,2.6,2.1,2.1,1.5,2.7
886,1,1.9,1.6,2.3,1.8,0.8,2.9
886,2,1.3,2.0,1.5,1.6,0.5,2.8
886,3,1.3,1.6,1.7,1.3,0.6,2.8
886,4,1.3,2.1,1.4,1.7,1.4,2.5
886,5,0.8,2.1,1.8,1.5,1.1,2.7
886,6,0.5,2.4,1.6,1.2,1.0,2.2
886,7,0.5,2.3,1.5,1.2,0.7,2.8
886,8,0.8,2.0,1.6,1.3,0.8,2.4
886,9,0.7,2.3,1.5,1.2,1.0,2.6
886,10,0.8,2.3,1.9,1.1,1.0,2.7
10023,1,1.3,1.3,1.2,1.6,1.4,3.0
10023,2,0.7,1.2,1.3,1.2,0.9,2.4
10023,3,0.9,1.3,0.8,0.8,0.7,2.6
10023,4,0.4,1.3,0.9,0.9,0.8,2.9
10023,5,0.3,1.2,0.6,0.8,0.9,2.9
10023,6,0.4,1.2,0.6,0.9,0.9,3.0
10023,7,0.4,1.3,0.8,1.1,0.7,2.7
10023,8,0.8,1.3,0.8,1.0,0.6,2.7
10023,9,0.9,1.8,0.6,1.0,0.7,2.2
10023,10,0.6,1.3,0.6,1.0,0.6,2.2
1293,1,0.8,2.3,0.7,1.6,1.0,3.0
1293,2,0.4,2.1,0.9,1.4,0.7,3.0
1293,3,0.0,2.1,0.6,1.3,0.0,2.7
1293,4,0.0,1.8,0.5,1.4,0.2,3.0
1293,5,0.0,1.8,0.8,1.2,0.0,2.9
1293,6,0.0,2.4,1.0,1.0,0.0,3.0
1293,7,0.2,1.9,1.1,1.2,0.2,2.9
1293,8,0.2,2.6,1.2,1.3,0.2,2.9
1293,9,0.2,1.8,1.3,1.2,0.2,2.8
1293,10,0.2,1.7,1.1,1.2,0.2,2.9
2844,1,0.3,0.4,0.2,1.1,0.2,2.4
2844,2,0.7,0.8,0.5,1.4,0.7,2.6
2844,3,0.6,1.4,0.8,0.8,0.5,2.9
2844,4,0.6,0.7,0.6,0.7,0.5,2.5
2844,5,0.7,0.8,0.7,0.9,0.7,2.8
2844,6,0.8,0.7,0.7,1.0,0.8,2.7
2844,7,0.7,0.7,0.6,0.9,0.8,2.8
2844,8,0.7,0.7,1.0,0.9,0.8,2.8
2844,9,0.7,0.5,1.0,0.8,0.8,2.6
2844,10,0.8,0.7,0.8,0.6,0.8,2.8
4859,1,2.0,2.3,2.0,2.6,1.7,3.0
4859,2,1.6,2.8,1.9,2.2,1.3,2.9
4859,3,1.5,2.5,1.9,2.2,1.4,3.0
4859,4,1.5,2.9,2.1,2.2,1.2,3.0
4859,5,1.5,2.5,2.1,2.4,1.5,3.0
4859,6,1.3,2.5,2.0,2.2,1.7,2.7
4859,7,1.6,2.6,2.0,2.2,1.6,2.8
4859,8,1.5,2.9,2.0,2.0,1.7,3.0
4859,9,1.5,2.9,1.9,2.0,1.5,3.0
4859,10,1.4,2.8,2.0,2.1,1.4,2.9
10158,1,0.9,1.1,0.9,0.8,1.1,2.5
10158,2,0.8,1.4,0.8,0.7,0.7,2.4
10158,3,1.3,2.1,1.7,1.1,0.9,2.6
10158,4,1.2,1.7,1.7,1.2,1.1,2.6
