poster_number,number_recommend,avg_node_distance,avg_node_distance_kw,avg_node_distance_wv,avg_node_distance_cv,avg_node_distance_le,avg_random
5279,2,2.1,1.8,1.9,2.0,2.4,2.3
5279,3,1.3,1.8,1.4,1.5,2.3,2.2
5279,4,1.8,1.7,1.6,1.7,2.0,3.0
5279,5,1.9,1.9,2.2,2.3,2.4,2.8
5279,6,2.2,2.5,2.3,2.1,2.0,3.0
5279,7,1.9,2.1,1.5,2.1,1.5,2.9
5279,8,1.8,1.9,1.6,1.4,1.7,2.3
5279,9,1.9,2.1,1.5,2.1,1.8,2.8
5279,10,1.8,1.9,1.7,1.5,1.8,2.4
4923,1,0.5,1.0,0.9,1.1,0.8,2.4
4923,2,0.7,1.8,0.9,1.0,0.7,2.8
4923,3,0.4,2.3,1.2,0.9,0.6,2.8
4923,4,0.6,1.7,1.1,0.8,0.9,2.4
4923,5,0.2,2.3,1.1,0.8,0.8,2.9
4923,6,0.4,1.7,1.1,0.8,0.8,2.5
4923,7,0.7,1.9,1.0,1.1,1.0,2.5
4923,8,1.0,2.3,1.4,0.8,1.2,2.7
4923,9,0.8,2.3,1.2,0.8,1.1,2.3
4923,10,0.5,2.2,1.0,0.8,0.9,2.8
209,1,0.6,1.6,1.2,1.6,0.8,2.9
209,2,0.3,1.5,0.5,1.2,0.9,3.0
209,3,0.3,2.5,0.5,1.2,1.0,2.9
209,4,0.5,3.0,0.8,0.9,0.8,2.8
209,5,0.4,2.8,0.6,1.2,0.6,2.8
209,6,0.4,2.7,0.5,1.3,0.7,2.9
209,7,0.3,2.9,0.5,1.0,0.9,2.9
209,8,0.3,3.0,0.7,1.1,0.8,2.9
209,9,0.4,3.0,0.5,1.0,0.7,2.9
209,10,0.3,3.0,0.5,1.0,0.7,2.9
8524,1,2.4,2.0,2.6,2.6,2.6,2.6
8524,2,1.5,2.4,1.9,1.8,1.9,2.9
8524,3,1.1,2.2,2.1,1.2,1.3,2.8
8524,4,1.2,2.1,1.9,1.1,1.1,2.9
8524,5,1.2,2.4,1.7,1.2,1.4,2.6
8524,6,1.4,1.6,1.8,1.3,1.2,2.8
8524,7,1.4,1.8,1.4,1.3,1.1,2.8
8524,8,1.1,2.1,1.7,1.1,1.2,3.0
8524,9,1.0,2.2,1.6,1.4,1.2,2.8
8524,10,1.1,2.2,1.7,1.5,1.0,2.8
3179,1,1.6,2.5,1.3,1.5,2.1,2.6
3179,2,0.8,2.4,1.1,1.5,1.2,2.8
3179,3,0.8,2.1,1.3,1.5,0.5,2.7
3179,4,0.6,2.2,1.3,1.9,0.6,2.5
3179,5,0.8,2.2,1.5,1.7,0.9,2.7
3179,6,1.0,2.5,1.4,2.0,0.9,2.6
3179,7,0.8,2.6,1.3,1.4,0.7,2.6
3179,8,0.8,2.3,1.3,1.5,0.8,2.6
3179,9,0.9,2.2,1.2,1.6,0.8,2.6
3179,10,0.9,2.2,1.2,1.5,0.5,2.6
5250,1,1.8,1.8,2.1,2.3,2.1,2.3
5250,2,1.3,2.1,1.2,1.3,0.7,2.4
5250,3,1.3,2.0,1.1,1.3,1.5,2.2
5250,4,1.1,2.1,1.1,1.2,1.8,2.7
5250,5,1.1,2.0,1.1,0.9,0.9,2.7
5250,6,0.9,1.9,0.8,0.7,0.9,2.6
5250,7,0.9,2.0,0.7,1.2,1.1,2.4
5250,8,1.2,2.1,1.3,1.5,1.2,2.3
5250,9,1.3,2.3,1.6,1.2,1.0,2.7
5250,10,1.4,2.3,1.6,1.4,0.9,2.8
1092,1,0.8,0.8,1.1,1.8,1.2,2.9
1092,2,1.2,2.5,1.0,1.3,1.5,2.9
1092,3,1.2,1.5,1.0,1.2,1.5,2.8
1092,4,1.4,1.7,1.2,1.3,1.2,2.5
1092,5,0.9,1.4,0.9,1.0,1.3,2.7
1092,6,0.9,2.1,0.8,0.8,0.8,2.9
1092,7,0.7,2.1,1.1,1.0,0.5,2.9
1092,8,0.5,2.4,1.3,0.9,0.8,2.7
1092,9,0.7,2.0,0.9,0.9,0.4,2.9
1092,10,0.9,2.2,1.2,1.1,0.4,2.7
4480,1,2.6,1.9,2.5,2.7,2.7,2.9
4480,2,0.7,1.7,1.2,0.8,0.7,2.8
4480,3,0.8,1.5,1.2,0.6,0.6,2.7
4480,4,1.0,2.6,1.3,0.3,1.0,3.0
4480,5,1.0,1.9,1.6,1.3,1.5,3.0
4480,6,1.4,1.6,1.4,0.9,1.4,3.0
4480,7,1.3,1.5,1.5,2.0,1.4,2.8
4480,8,1.4,1.7,1.9,2.0,0.9,2.8
4480,9,1.4,1.7,1.6,2.1,1.4,2.8
4480,10,1.4,1.5,1.4,1.6,1.2,3.0
9453,1,2.7,2.7,2.6,2.7,2.6,2.5
9453,2,2.4,2.7,2.6,2.4,2.3,2.7
9453,3,1.8,2.4,3.0,2.1,1.7,3.0
9453,4,1.0,2.3,2.4,1.8,1.1,2.3
9453,5,1.6,2.3,2.2,2.1,1.6,2.9
9453,6,1.3,2.1,2.7,1.7,1.4,2.9
9453,7,1.3,2.2,2.0,2.1,1.5,2.8
9453,8,1.0,1.9,1.9,1.7,1.6,2.8
9453,9,1.1,2.0,1.9,1.7,1.7,2.9
9453,10,1.4,1.8,1.9,1.9,1.7,2.7
10613,1,1.9,1.9,1.8,1.5,2.0,2.6
10613,2,1.5,2.4,1.8,1.7,1.6,2.3
10613,3,1.4,2.6,2.2,1.7,1.3,2.9
10613,4,1.7,2.5,1.7,1.3,1.7,2.6
10613,5,1.8,2.2,1.9,1.7,1.6,2.9
10613,6,1.7,2.3,1.8,1.8,1.7,2.7
10613,7,2.0,2.9,1.6,1.9,1.8,2.7
10613,8,1.8,2.8,1.3,1.4,1.5,2.9
10613,9,1.7,2.5,1.5,1.6,1.7,2.7
10613,10,2.3,2.3,1.6,1.8,1.9,2.9
561,1,0.7,1.1,0.8,0.6,0.6,2.7
561,2,0.5,0.6,0.5,0.5,0.7,2.5
561,3,0.5,1.4,0.7,0.5,0.5,2.8
561,4,0.3,0.8,0.5,0.4,0.4,2.6
561,5,0.4,0.8,0.5,0.3,0.4,2.8
561,6,0.5,0.8,0.8,0.3,0.5,3.0
561,7,0.5,0.5,0.7,0.3,0.3,2.5
561,8,0.5,0.8,0.9,0.2,0.4,2.9
561,9,0.7,0.9,0.8,0.3,0.5,2.7
561,10,0.7,0.9,0.9,0.3,0.5,2.9
13370,1,2.2,2.7,2.4,2.4,2.6,3.0
13370,2,1.8,2.7,2.3,2.3,2.3,2.9
13370,3,1.6,3.0,2.2,1.7,1.6,3.0
13370,4,1.6,2.7,2.1,1.9,1.9,2.8
13370,5,1.7,2.6,2.2,1.7,2.3,2.8
13370,6,1.8,2.6,2.4,2.3,2.5,2.7
13370,7,1.8,2.9,1.9,2.2,2.3,3.0
13370,8,1.8,2.8,1.9,2.1,2.1,3.0
13370,9,1.5,2.8,2.1,1.9,1.7,2.8
13370,10,1.7,2.8,2.0,1.9,1.7,3.0
8237,1,1.6,2.7,1.7,2.3,1.6,2.9
8237,2,1.3,2.6,1.6,2.0,1.6,2.8
8237,3,0.8,2.6,1.2,0.8,1.0,2.9
8237,4,0.8,2.7,1.1,0.6,1.2,2.9
8237,5,1.0,2.6,1.5,0.6,1.0,3.0
8237,6,1.0,2.8,0.8,0.9,1.1,3.0
8237,7,0.9,2.6,0.9,1.5,1.0,2.8
8237,8,0.6,3.0,0.8,1.5,0.8,3.0
8237,9,0.8,2.6,1.1,1.0,0.7,2.8
8237,10,0.6,2.8,1.2,1.1,0.6,2.9
9897,1,1.8,1.1,1.8,1.7,1.8,2.8
9897,2,1.8,1.5,1.2,1.4,1.8,2.8
9897,3,0.9,2.0,1.4,1.3,1.8,2.6
9897,4,0.5,1.7,1.3,1.0,1.8,3.0
9897,5,0.7,1.9,1.3,1.3,0.8,2.6
9897,6,0.9,1.5,1.0,1.6,0.9,2.9
9897,7,0.9,1.4,0.9,0.9,0.8,2.7
9897,8,1.0,1.3,1.0,0.8,0.8,2.9
9897,9,0.5,1.3,0.9,0.9,0.8,2.8
9897,10,1.0,1.3,1.1,1.0,0.7,2.7
14246,1,0.7,2.0,0.6,0.5,0.4,2.5
14246,2,1.0,2.2,1.3,0.7,0.6,2.9
14246,3,1.0,1.8,1.3,1.0,0.9,2.5
14246,4,0.9,2.1,1.3,0.8,1.0,2.5
14246,5,0.7,2.1,1.0,0.9,1.0,2.8
14246,6,0.4,2.3,1.0,0.5,0.9,2.6
14246,7,0.6,2.0,1.0,0.4,0.6,2.9
14246,8,0.9,2.2,1.2,0.9,0.7,2.6
14246,9,0.9,2.4,0.9,0.9,0.7,2.8
14246,10,0.7,2.3,0.9,1.1,1.0,2.6
742,1,0.7,1.8,1.1,1.0,0.3,2.6
742,2,0.7,2.7,1.0,1.4,0.8,3.0
742,3,0.9,2.4,1.2,1.2,0.7,2.7
742,4,0.8,0.7,1.2,0.8,0.6,2.9
742,5,1.0,0.9,0.7,0.6,0.7,2.8
742,6,0.9,1.2,0.4,0.6,0.7,2.6
742,7,0.7,0.7,0.4,0.8,0.6,2.7
742,8,0.7,1.0,0.4,0.9,0.7,2.8
742,9,0.7,1.0,0.4,0.6,0.7,2.0
742,10,0.7,1.0,0.4,0.8,0.7,2.6
10336,1,2.7,2.6,2.7,2.5,2.7,2.7
10336,2,2.0,1.7,2.5,2.0,2.4,2.7
10336,3,1.5,2.3,2.2,1.6,1.5,2.3
10336,4,1.7,2.5,2.3,1.1,1.5,2.9
10336,5,1.5,2.0,2.0,1.2,1.3,2.9
10336,6,1.7,2.5,2.7,1.6,1.4,2.8
10336,7,1.6,2.7,2.4,1.5,2.5,2.8
10336,8,2.0,2.9,2.7,1.6,2.4,2.6
10336,9,2.0,2.7,2.7,1.6,2.2,2.9
10336,10,1.9,1.7,2.7,1.2,1.9,2.7
9183,1,2.2,2.4,2.2,2.7,2.4,2.6
9183,2,1.2,2.3,1.6,1.4,0.5,2.7
9183,3,0.4,2.4,1.4,1.0,0.4,2.9
9183,4,0.9,2.2,1.3,1.1,0.8,2.6
9183,5,1.3,2.7,1.9,1.3,0.8,2.5
9183,6,0.9,2.7,1.2,1.2,0.4,2.9
9183,7,0.9,2.7,1.8,1.9,0.1,2.9
9183,8,0.5,2.6,1.8,1.4,0.1,2.7
9183,9,0.5,2.6,2.0,1.5,0.1,2.7
9183,10,1.5,2.5,2.0,1.7,0.3,2.7
10525,1,1.6,1.8,2.0,2.4,1.9,2.9
10525,2,1.6,2.1,1.3,2.1,1.4,2.4
10525,3,1.3,2.7,1.4,2.4,1.4,2.8
10525,4,0.9,2.5,1.1,1.8,1.0,2.4
10525,5,0.9,2.3,1.1,1.7,0.5,2.5
10525,6,1.0,2.8,1.5,1.8,1.2,2.7
10525,7,0.8,2.8,1.4,1.8,0.9,2.7
10525,8,0.9,2.5,1.1,1.7,0.6,2.5
10525,9,0.9,2.2,0.9,1.8,0.6,2.5
10525,10,0.5,2.3,1.3,2.1,0.7,2.7
1626,1,2.0,2.2,1.9,1.8,1.9,2.9
1626,2,0.8,2.1,0.7,1.1,1.1,3.0
1626,3,0.6,2.3,1.0,1.0,0.9,2.9
1626,4,0.7,2.6,0.9,0.9,1.2,2.7
1626,5,0.4,2.0,0.6,0.4,0.8,2.9
1626,6,0.2,2.4,0.2,0.3,0.4,2.7
1626,7,0.4,1.8,0.1,0.5,0.8,2.9
1626,8,0.2,1.9,0.1,0.4,0.9,2.9
1626,9,0.3,2.1,0.2,0.4,0.7,2.7
1626,10,0.1,2.0,0.4,0.5,0.4,2.6
2296,1,2.4,2.7,2.3,2.4,1.9,2.7
2296,2,1.8,2.2,2.0,2.0,1.3,2.8
2296,3,1.0,2.2,1.2,2.3,0.9,2.7
2296,4,0.4,2.2,0.7,1.5,0.5,2.5
2296,5,0.7,2.2,0.7,0.9,0.7,2.8
2296,6,0.4,1.8,0.8,0.8,0.7,2.7
2296,7,0.4,1.9,1.4,1.0,0.7,2.4
2296,8,0.6,1.9,1.2,1.4,0.8,2.8
2296,9,0.4,2.2,1.1,1.1,0.9,2.5
2296,10,0.4,2.2,1.2,1.4,0.6,2.6
14205,1,0.8,1.3,1.6,1.8,1.1,2.8
14205,2,1.2,1.8,1.7,1.1,1.5,2.9
14205,3,1.2,2.3,1.7,1.0,0.8,2.9
14205,4,1.3,2.5,1.6,1.2,1.4,2.7
14205,5,1.7,2.4,1.5,1.6,2.0,2.9
14205,6,1.9,2.1,1.7,1.9,2.1,2.7
14205,7,2.1,2.6,1.7,2.1,1.9,2.7
14205,8,1.6,2.2,2.0,2.3,1.8,2.8
14205,9,2.1,2.3,1.8,2.2,2.4,2.6
14205,10,1.6,2.2,1.5,2.0,2.1,2.7
8757,1,2.4,2.7,2.6,2.6,2.6,2.5
8757,2,1.9,2.1,2.4,1.9,2.4,2.5
8757,3,1.5,1.3,1.9,2.1,1.2,2.7
8757,4,1.6,2.8,2.8,2.3,1.7,2.8
8757,5,1.8,2.7,2.2,2.4,2.1,2.8
8757,6,2.4,2.3,2.0,1.9,2.5,2.5
8757,7,2.1,1.8,1.6,1.7,2.2,3.0
8757,8,2.1,1.6,1.3,2.0,2.0,2.7
8757,9,2.0,2.3,1.5,1.9,2.1,2.6
8757,10,1.7,2.3,1.6,1.9,1.3,2.7
7241,1,2.4,2.7,2.7,2.6,2.6,2.9
7241,2,2.7,3.0,2.1,2.4,2.7,3.0
7241,3,1.7,2.9,2.2,1.9,2.3,2.9
7241,4,1.8,2.7,2.0,2.3,2.1,2.7
7241,5,2.1,3.0,2.8,2.3,2.1,2.8
7241,6,1.9,2.7,2.3,2.3,1.9,3.0
7241,7,1.6,2.7,2.0,2.3,1.8,2.9
7241,8,1.6,3.0,2.4,2.0,1.8,2.8
7241,9,1.8,3.0,2.8,2.0,1.8,3.0
7241,10,1.3,3.0,2.4,2.3,1.5,2.9
1118,1,1.4,0.8,2.1,2.3,1.5,2.7
1118,2,0.9,2.4,1.5,1.3,0.6,2.4
1118,3,0.7,2.1,1.6,0.6,0.5,2.5
1118,4,0.8,1.6,2.0,1.1,0.8,2.9
1118,5,0.7,1.0,2.0,0.9,0.7,2.6
1118,6,0.5,0.7,1.4,0.9,0.7,2.7
1118,7,0.7,0.7,1.6,0.9,0.8,2.6
1118,8,0.7,0.7,1.1,0.7,0.6,2.6
1118,9,0.7,1.0,0.8,0.7,0.6,2.6
1118,10,0.7,0.8,1.2,0.5,0.5,2.8
12278,1,2.0,2.5,2.3,2.5,2.3,2.8
12278,2,1.7,2.4,1.9,1.9,1.8,2.8
12278,3,1.4,2.3,1.7,2.1,1.3,3.0
12278,4,1.3,2.5,1.8,2.0,1.6,3.0
12278,5,0.9,2.5,1.5,2.0,1.3,2.8
12278,6,1.2,2.7,1.6,1.8,1.3,3.0
12278,7,1.0,2.3,1.3,2.0,1.0,2.6
12278,8,1.0,2.3,1.7,1.7,1.3,2.8
12278,9,1.0,2.3,1.7,1.8,1.3,2.9
12278,10,0.7,2.3,1.6,2.2,1.6,3.0
11067,1,2.4,2.7,2.1,2.4,2.6,3.0
11067,2,1.0,2.1,1.5,1.3,1.1,3.0
11067,3,1.7,2.1,1.5,1.9,1.7,3.0
11067,4,1.4,2.0,1.5,0.9,1.4,2.9
11067,5,1.4,1.9,1.2,1.0,1.1,2.7
11067,6,0.7,2.1,1.2,1.2,0.9,3.0
11067,7,0.9,2.4,1.4,1.2,0.8,2.9
11067,8,1.0,2.3,1.1,1.1,0.6,3.0
11067,9,1.1,2.1,1.1,1.1,1.0,3.0
11067,10,1.4,2.4,1.2,1.1,1.0,2.6
5721,1,1.1,0.9,0.8,1.4,1.4,2.7
5721,2,0.8,1.9,1.4,1.2,1.0,2.7
5721,3,0.4,2.1,1.0,0.7,0.6,2.5
5721,4,0.6,1.9,1.0,0.8,0.8,3.0
5721,5,0.7,1.7,1.1,1.0,0.7,2.9
5721,6,0.7,2.2,1.3,1.1,1.2,3.0
5721,7,0.6,1.8,1.0,1.0,0.9,2.8
5721,8,0.6,1.8,1.2,2.0,0.9,2.8
5721,9,0.7,1.8,1.1,2.0,0.8,2.8
5721,10,0.7,2.1,1.2,1.7,0.8,2.9
4667,1,2.7,2.3,2.5,2.7,2.7,2.9
4667,2,2.7,2.6,2.7,2.7,2.7,2.5
4667,3,2.4,2.4,2.5,2.2,2.4,2.8
4667,4,1.4,2.1,2.3,1.9,1.4,2.5
4667,5,0.6,2.6,2.1,1.1,0.5,2.7
4667,6,0.5,1.5,2.5,0.9,0.2,2.8
4667,7,0.6,0.8,1.9,0.9,0.2,2.5
4667,8,0.8,0.8,1.8,1.2,0.5,2.8
4667,9,0.6,0.8,2.3,0.7,0.5,2.9
4667,10,0.5,0.9,2.3,0.9,0.5,2.5
2925,1,0.9,0.7,1.0,0.9,0.7,2.4
2925,2,0.6,1.6,1.2,1.0,0.6,2.8
2925,3,0.3,1.6,1.4,0.9,0.4,2.7
2925,4,0.6,1.4,0.9,0.6,0.4,2.6
2925,5,0.5,1.4,0.8,1.0,0.5,2.7
2925,6,0.5,1.4,1.2,0.7,0.5,3.0
2925,7,0.6,1.4,0.9,0.8,0.5,2.8
2925,8,0.6,1.4,1.0,0.7,0.6,2.6
2925,9,0.8,1.4,1.2,0.6,0.6,2.9
2925,10,0.5,1.4,0.9,0.9,0.5,2.7
9577,1,1.3,1.4,1.5,1.9,1.2,2.9
9577,2,1.1,2.7,1.0,1.2,0.9,2.9
9577,3,1.1,2.7,1.2,1.0,0.9,2.9
9577,4,1.1,2.4,1.2,1.3,0.8,2.9
9577,5,1.1,2.8,1.2,1.0,0.9,2.9
9577,6,1.1,2.8,0.9,1.0,0.5,2.8
9577,7,1.1,2.7,0.9,1.1,0.9,3.0
9577,8,0.6,2.3,0.9,0.7,0.8,2.9
9577,9,0.7,2.4,0.9,0.7,0.9,3.0
9577,10,0.6,2.0,0.9,0.7,0.9,2.8
12617,1,1.6,0.7,1.2,2.0,1.4,2.5
12617,2,1.7,2.5,1.7,1.7,1.1,2.7
12617,3,0.8,2.5,2.0,1.7,0.8,2.6
12617,4,1.1,1.7,2.5,1.7,0.8,2.9
12617,5,1.1,1.3,2.0,1.4,0.7,2.8
12617,6,0.9,1.5,1.4,1.5,0.7,2.4
12617,7,0.9,1.0,2.3,1.3,0.7,2.7
12617,8,0.6,1.0,1.9,1.1,0.6,2.7
12617,9,0.1,1.1,1.5,0.8,0.4,2.9
12617,10,0.2,1.1,2.1,1.5,0.6,2.6
2850,1,1.6,1.5,2.2,2.5,2.3,2.8
2850,2,0.9,2.1,1.6,1.3,0.8,2.9
2850,3,0.8,1.4,1.6,1.0,0.7,2.5
2850,4,1.1,1.4,1.6,0.9,1.1,2.5
2850,5,1.5,1.1,1.8,1.1,1.1,2.8
2850,6,1.5,0.9,2.0,1.1,1.4,2.4
2850,7,1.6,1.1,1.7,1.2,1.2,2.6
2850,8,1.3,1.1,1.7,0.9,1.1,2.5
2850,9,1.3,0.9,1.8,0.7,1.3,2.7
2850,10,1.2,1.1,1.7,0.8,1.0,2.9
11992,1,2.0,1.6,2.0,1.9,1.5,2.8
11992,2,0.8,0.9,1.5,1.8,0.8,2.9
11992,3,0.6,1.9,1.2,1.3,0.7,2.9
11992,4,0.7,1.4,1.6,1.4,0.7,3.0
11992,5,0.4,1.3,1.2,1.8,1.1,2.7
11992,6,0.6,1.9,1.3,1.4,0.7,3.0
11992,7,0.5,2.1,1.7,1.5,0.7,2.7
11992,8,0.3,1.6,1.3,1.4,0.5,2.7
11992,9,0.3,2.0,1.5,1.7,0.5,2.4
11992,10,0.2,1.9,1.2,1.8,0.2,3.0
7356,1,1.5,1.9,0.8,1.6,1.8,2.6
7356,2,1.1,2.1,1.0,1.7,1.4,2.8
7356,3,1.0,2.2,1.3,1.9,1.2,3.0
7356,4,0.9,2.2,0.9,1.8,1.3,3.0
7356,5,1.0,2.2,0.9,1.8,1.4,2.8
7356,6,1.0,2.0,1.1,1.8,1.1,2.4
7356,7,0.8,2.0,1.0,1.5,0.9,2.9
7356,8,0.8,2.0,1.2,1.3,0.8,3.0
7356,9,1.1,2.0,1.0,1.3,0.9,2.7
7356,10,1.1,2.0,1.2,1.5,1.2,2.6
4135,1,1.4,2.2,1.5,1.3,1.1,2.8
4135,2,1.4,2.7,2.1,1.1,1.4,2.8
4135,3,1.1,2.8,1.4,0.7,0.8,2.4
4135,4,1.1,2.1,1.4,1.0,0.9,3.0
4135,5,1.3,2.1,2.3,1.1,1.3,2.8
4135,6,0.9,2.2,1.8,0.8,1.1,2.9
4135,7,1.0,2.2,1.9,0.8,0.9,2.9
4135,8,0.8,2.2,1.7,0.7,0.9,2.8
4135,9,1.1,2.2,2.1,0.7,1.1,2.8
4135,10,0.9,2.0,1.4,0.7,0.9,2.9
4855,1,2.0,2.7,2.1,2.7,2.2,2.8
4855,2,1.8,2.4,2.5,2.0,1.8,2.8
4855,3,2.0,2.7,2.4,2.3,2.1,3.0
4855,4,2.1,2.6,2.2,2.3,2.2,2.9
4855,5,1.8,2.6,2.3,2.0,1.9,2.8
4855,6,1.8,2.6,2.0,2.1,1.8,2.8
4855,7,1.8,2.8,2.0,2.1,1.8,2.8
4855,8,1.9,2.8,1.8,2.0,1.7,3.0
4855,9,1.8,2.8,2.0,2.1,1.7,2.9
4855,10,1.8,2.7,2.0,1.9,1.7,3.0
9985,1,1.7,2.3,2.0,2.6,1.9,2.9
9985,2,1.8,1.8,1.8,2.3,1.8,2.4
9985,3,1.4,2.2,1.6,1.9,1.6,2.7
9985,4,1.6,2.6,1.9,1.8,1.7,2.9
9985,5,1.6,2.1,1.7,2.1,1.8,2.8
9985,6,1.5,1.7,1.6,2.0,1.5,2.6
9985,7,1.5,1.5,1.7,2.0,1.7,2.4
9985,8,1.3,1.5,1.8,1.6,1.4,2.8
9985,9,0.9,2.1,1.6,1.6,1.1,2.8
9985,10,0.9,1.9,1.5,2.0,0.9,2.4
664,1,1.6,2.2,2.5,2.2,1.7,2.5
664,2,1.7,2.8,2.0,2.0,1.5,2.6
664,3,1.6,2.6,1.2,1.8,1.2,2.5
664,4,1.1,2.2,1.2,1.4,0.5,2.6
664,5,1.1,2.2,2.1,0.9,1.2,2.5
664,6,1.1,1.7,1.9,1.1,1.0,2.7
664,7,0.5,2.9,1.2,0.6,0.7,2.7
664,8,0.1,2.1,1.2,0.9,0.3,2.9
664,9,0.4,1.3,0.9,0.6,0.1,2.8
664,10,0.6,1.3,1.9,0.8,0.3,2.5
865,1,0.9,2.7,1.7,1.3,1.1,2.8
865,2,0.9,2.5,1.9,1.4,1.0,2.6
865,3,1.6,2.2,2.0,2.2,1.6,2.8
865,4,1.2,1.7,1.0,1.4,1.3,2.9
865,5,1.1,1.5,1.5,0.8,1.2,2.9
865,6,1.4,1.4,1.2,1.0,0.9,2.6
865,7,0.8,1.4,1.3,1.0,0.9,2.7
865,8,1.1,1.2,1.5,0.8,0.6,2.6
865,9,1.1,1.5,1.5,1.0,1.2,2.6
865,10,1.1,1.4,1.5,0.9,0.9,2.5
9501,1,2.3,2.7,2.4,2.1,2.5,2.7
9501,2,0.9,2.7,1.7,1.4,1.1,2.9
9501,3,0.9,2.6,0.9,0.9,1.0,2.8
9501,4,0.9,2.4,0.9,1.2,1.0,2.7
9501,5,1.0,2.5,0.9,0.8,0.9,2.7
9501,6,0.6,2.2,0.9,0.6,0.7,2.7
9501,7,0.9,2.4,1.0,0.7,0.9,3.0
9501,8,1.0,2.7,1.0,0.9,0.9,2.8
9501,9,1.0,2.4,1.1,0.6,0.9,2.5
9501,10,1.0,1.8,0.9,0.7,0.8,2.3
8244,1,1.7,2.0,2.0,2.1,1.1,2.9
8244,2,1.4,2.7,1.8,2.1,1.1,2.9
8244,3,1.5,3.0,1.9,2.1,1.1,3.0
8244,4,1.5,3.0,1.9,2.1,0.8,2.8
8244,5,1.3,3.0,1.7,2.1,0.7,3.0
8244,6,1.3,3.0,1.6,2.1,0.8,3.0
8244,7,1.2,2.9,1.5,2.2,0.8,3.0
8244,8,1.0,3.0,1.4,2.5,0.8,2.9
8244,9,1.1,3.0,1.4,2.3,0.8,2.8
8244,10,0.9,3.0,1.3,2.1,0.9,2.9
6706,1,2.6,2.5,2.6,2.4,2.5,2.8
6706,2,2.3,2.5,2.3,2.3,2.6,3.0
6706,3,1.9,2.4,2.0,2.0,1.9,3.0
6706,4,1.8,2.9,2.3,1.7,2.0,2.9
6706,5,1.6,2.4,2.2,1.3,2.2,3.0
6706,6,1.8,2.7,2.7,1.4,2.3,2.9
6706,7,1.6,2.7,2.4,1.4,1.8,3.0
6706,8,1.4,2.8,1.6,1.3,1.4,3.0
6706,9,1.7,2.7,2.2,1.5,1.6,2.9
6706,10,1.6,2.7,2.2,1.7,1.9,3.0
10812,1,1.9,2.6,1.1,2.1,1.6,2.8
10812,2,0.5,2.7,0.4,0.3,0.4,2.6
10812,3,0.3,1.9,0.3,0.2,0.2,2.6
10812,4,0.5,2.2,0.3,0.2,0.3,2.2
10812,5,0.2,2.2,0.5,0.1,0.2,2.7
10812,6,0.2,2.3,0.4,0.4,0.3,2.6
10812,7,0.3,2.3,0.4,0.3,0.1,2.8
10812,8,0.3,2.1,0.6,0.3,0.3,2.5
10812,9,0.3,2.3,0.4,0.8,0.5,3.0
10812,10,0.2,2.2,0.4,0.5,0.5,2.3
10565,1,2.0,2.4,2.7,2.6,1.9,2.9
10565,2,2.1,2.7,2.7,2.4,1.7,3.0
10565,3,2.2,2.7,2.7,2.1,2.0,3.0
10565,4,2.2,2.9,2.7,2.1,1.4,3.0
10565,5,1.6,2.9,2.5,1.9,0.8,3.0
10565,6,1.4,2.6,1.6,1.7,0.8,3.0
10565,7,1.1,2.6,1.8,2.3,0.5,3.0
10565,8,1.1,2.6,2.2,2.1,0.8,3.0
10565,9,1.1,2.9,2.2,2.5,0.5,3.0
10565,10,1.0,2.4,1.6,2.8,0.8,2.7
6696,1,0.9,1.0,0.8,1.4,0.8,2.7
6696,2,0.7,0.7,1.1,1.4,0.5,2.7
6696,3,0.8,0.7,1.1,0.8,0.3,2.8
6696,4,0.7,0.7,0.9,1.2,0.4,2.7
6696,5,0.5,0.8,1.0,1.1,0.4,2.3
6696,6,0.7,0.7,1.0,0.9,0.4,2.7
6696,7,0.7,1.3,0.6,0.8,0.4,2.7
6696,8,0.7,0.7,0.5,1.0,0.4,2.4
6696,9,0.6,0.7,1.1,1.2,0.6,2.9
6696,10,0.6,0.7,1.0,0.9,0.4,2.4
2595,1,2.0,2.0,1.9,1.9,2.0,2.8
2595,2,1.9,2.0,2.3,2.1,1.8,2.9
2595,3,1.9,2.3,2.3,2.0,2.0,2.9
2595,4,1.7,2.4,2.2,2.1,1.7,2.9
2595,5,2.3,2.8,2.3,2.2,2.1,3.0
2595,6,2.2,2.7,2.3,2.0,2.2,2.6
2595,7,1.7,2.5,2.2,2.0,2.0,2.7
2595,8,1.8,2.7,2.1,2.3,2.1,3.0
2595,9,1.9,2.7,2.3,1.8,1.9,3.0
2595,10,1.7,2.7,2.2,2.0,1.6,2.6
6276,1,2.0,1.9,1.7,1.6,1.4,2.9
6276,2,0.8,1.6,1.3,1.1,1.2,3.0
6276,3,0.7,2.2,1.0,1.1,1.1,2.6
6276,4,0.8,2.4,1.8,0.9,1.0,2.8
6276,5,0.8,2.3,1.7,0.6,1.0,2.7
6276,6,0.8,2.1,1.5,0.7,1.2,2.9
6276,7,1.0,2.2,1.6,1.1,1.0,2.8
6276,8,0.8,2.4,1.3,0.9,1.0,2.5
6276,9,0.8,2.5,1.1,0.8,0.8,2.7
6276,10,1.0,2.4,1.3,0.8,1.0,2.9
2014,1,2.2,2.7,2.1,1.9,2.4,3.0
2014,2,2.4,2.6,2.7,2.0,2.4,3.0
2014,3,2.4,2.7,2.7,1.8,2.1,3.0
