poster_number,avg_node_distance,avg_node_distance_kw,avg_random,number_recommend
14450,2.0,2.9,2.9,2
14450,2.2,2.1,2.8,3
14450,1.7,2.1,2.8,4
14450,0.7,2.2,2.3,5
7523,2.5,3.0,3.0,1
7523,2.1,3.0,2.9,2
7523,2.1,2.6,3.0,3
7523,1.8,2.9,2.9,4
7523,1.5,2.7,3.0,5
5350,0.9,1.3,2.7,1
5350,1.3,1.4,2.7,2
5350,1.1,1.4,3.0,3
5350,1.0,2.4,2.7,4
5350,1.2,2.2,2.5,5
6261,2.6,3.0,2.9,1
6261,0.9,3.0,3.0,2
6261,0.9,3.0,2.9,3
6261,1.3,2.7,2.8,4
6261,1.2,3.0,2.6,5
142,3.0,2.4,2.5,1
142,0.6,2.6,3.0,2
142,1.4,2.5,3.0,3
142,0.8,2.5,2.9,4
142,0.5,2.7,2.7,5
10843,0.8,2.0,2.9,1
10843,0.8,1.9,2.8,2
10843,0.5,2.8,3.0,3
10843,0.4,2.5,2.6,4
10843,0.4,2.5,2.9,5
3525,1.9,2.6,2.6,1
3525,0.5,1.5,2.9,2
3525,0.3,2.4,2.7,3
3525,0.4,1.2,2.9,4
3525,0.4,1.2,2.7,5
4036,2.5,1.6,2.7,1
4036,2.1,2.0,2.9,2
4036,1.6,1.9,2.8,3
4036,1.5,2.7,3.0,4
4036,2.7,3.0,2.4,5
9358,1.4,2.1,2.9,1
9358,1.6,2.1,2.6,2
9358,1.5,2.3,2.9,3
9358,1.6,2.5,2.6,4
9358,1.6,2.3,3.0,5
966,2.6,2.8,2.6,1
966,0.9,2.7,2.6,2
966,0.6,2.7,2.7,3
966,0.5,1.4,2.8,4
966,0.4,1.1,2.7,5
5015,2.6,2.0,2.5,1
5015,1.5,2.0,2.7,2
5015,1.7,2.6,2.6,3
5015,1.6,2.6,2.5,4
5015,1.4,2.8,2.4,5
1816,1.9,2.1,2.6,1
1816,1.4,2.7,2.6,2
1816,1.0,2.2,2.5,3
1816,1.0,2.1,2.9,4
1816,1.0,2.2,2.5,5
5747,2.3,1.2,2.7,1
5747,1.2,0.9,2.6,2
5747,1.0,0.8,2.9,3
5747,1.0,1.0,2.7,4
5747,0.9,1.0,2.5,5
6636,2.7,2.3,2.6,1
6636,2.0,1.9,2.5,2
6636,1.8,2.2,2.5,3
6636,1.7,2.2,2.9,4
6636,1.6,2.4,3.0,5
14122,1.6,1.2,2.6,1
14122,0.7,1.2,2.8,2
14122,1.0,0.8,2.5,3
14122,0.6,0.9,2.7,4
14122,0.8,0.7,2.8,5
980,2.3,1.8,3.0,1
980,1.8,1.5,3.0,2
980,1.5,1.6,2.9,3
980,1.4,2.3,3.0,4
980,1.4,1.6,3.0,5
365,1.7,1.7,2.7,1
365,1.5,1.9,2.4,2
365,1.2,2.0,2.9,3
365,1.5,1.8,2.5,4
365,1.2,2.1,2.7,5
3068,1.2,2.5,2.5,1
3068,0.7,1.1,2.3,2
3068,0.7,1.2,2.5,3
3068,0.5,1.4,2.7,4
3068,0.2,1.0,2.5,5
9790,0.7,0.6,2.9,1
9790,0.5,1.0,2.7,2
9790,0.4,0.5,2.8,3
9790,0.8,1.1,2.6,4
9790,0.6,1.2,2.7,5
2331,1.6,2.3,2.9,1
2331,1.0,2.0,3.0,2
2331,0.8,3.0,3.0,3
2331,0.5,2.4,3.0,4
2331,0.7,2.6,2.9,5
6691,1.0,1.8,2.5,1
6691,0.6,2.2,2.4,2
6691,0.7,2.5,2.4,3
6691,0.8,2.6,2.8,4
6691,0.7,2.4,2.4,5
1918,1.0,2.7,3.0,1
1918,0.8,2.5,2.9,2
1918,0.8,2.7,2.9,3
1918,0.8,1.6,3.0,4
1918,1.0,1.6,2.8,5
10026,1.2,2.1,2.7,1
10026,0.7,1.2,2.7,2
10026,0.2,1.8,2.7,3
10026,0.2,1.3,2.7,4
10026,0.2,1.8,2.5,5
9084,1.6,1.3,2.6,1
9084,0.9,2.1,2.7,2
9084,0.8,1.6,2.8,3
9084,0.7,1.4,2.9,4
9084,0.7,1.4,3.0,5
14713,2.3,2.5,2.6,1
14713,1.5,1.6,2.9,2
14713,1.2,1.7,2.6,3
14713,1.0,2.0,2.5,4
14713,1.1,1.6,2.7,5
10707,2.2,2.9,2.6,1
10707,2.2,3.0,2.7,2
10707,2.4,2.4,2.8,3
10707,2.4,2.4,2.7,4
10707,1.6,2.4,2.7,5
12013,1.2,2.7,2.6,1
12013,1.0,2.5,2.8,2
12013,0.9,1.7,2.7,3
12013,0.6,1.3,2.8,4
12013,0.8,1.5,2.8,5
13031,2.2,2.4,3.0,1
13031,1.1,2.5,3.0,2
13031,1.1,3.0,2.9,3
13031,1.2,2.9,3.0,4
13031,0.8,2.5,3.0,5
13677,2.5,2.9,3.0,1
13677,1.8,3.0,2.9,2
13677,1.7,2.7,2.9,3
13677,1.7,2.9,2.9,4
13677,1.2,2.8,2.9,5
10846,2.9,2.6,3.0,1
10846,2.7,3.0,3.0,2
10846,2.4,2.9,2.9,3
10846,2.4,2.6,3.0,4
10846,2.1,2.7,2.9,5
10283,3.0,3.0,2.7,1
10283,2.7,2.9,2.8,2
10283,2.4,2.9,2.5,3
10283,2.4,3.0,2.7,4
10283,3.0,2.7,2.7,5
10042,2.2,3.0,2.8,1
10042,2.2,1.5,2.7,2
10042,1.7,2.7,2.8,3
10042,1.3,2.9,2.6,4
10042,0.4,2.6,2.7,5
9931,1.8,2.3,2.5,1
9931,0.8,2.3,2.8,2
9931,0.7,2.4,2.6,3
9931,1.0,2.3,2.8,4
9931,0.9,1.9,2.8,5
14002,1.4,1.4,2.6,1
14002,0.8,1.1,2.7,2
14002,0.3,1.4,2.8,3
14002,0.3,1.2,2.6,4
14002,0.3,1.0,2.5,5
2464,2.0,2.4,2.8,1
2464,2.0,2.5,3.0,2
2464,1.6,2.2,3.0,3
2464,1.3,2.3,3.0,4
2464,1.4,2.9,2.9,5
3938,2.9,2.7,2.6,1
3938,1.3,2.4,2.9,2
3938,1.5,2.9,2.8,3
3938,1.5,3.0,2.8,4
3938,1.3,2.8,2.8,5
14168,3.0,3.0,3.0,1
14168,2.3,3.0,3.0,2
14168,1.4,3.0,2.9,3
14168,0.7,2.8,3.0,4
14168,0.9,2.7,2.8,5
2630,1.3,1.8,3.0,1
2630,0.8,2.1,2.8,2
2630,0.4,2.1,3.0,3
2630,0.4,1.5,3.0,4
2630,0.7,1.4,3.0,5
4102,2.6,2.1,3.0,1
4102,2.2,2.3,3.0,2
4102,0.7,2.6,2.8,3
4102,0.8,2.6,2.2,4
4102,0.7,2.8,2.5,5
5033,1.9,1.8,2.6,1
5033,1.2,2.4,2.6,2
5033,1.2,2.2,2.6,3
5033,1.6,2.1,2.8,4
5033,1.2,2.2,2.8,5
12603,2.4,3.0,2.8,1
12603,1.1,3.0,2.9,2
12603,1.4,2.7,3.0,3
12603,1.3,3.0,3.0,4
12603,1.3,3.0,2.9,5
682,1.6,1.9,2.6,1
682,1.1,2.1,2.7,2
682,0.9,1.6,2.8,3
682,0.8,2.1,2.7,4
682,0.5,2.7,2.8,5
3987,2.4,3.0,2.6,1
3987,2.3,3.0,2.5,2
3987,1.4,1.9,2.8,3
3987,1.0,1.7,2.8,4
3987,1.2,2.3,2.7,5
11549,2.3,0.7,2.7,1
11549,0.9,2.6,2.6,2
11549,0.5,1.5,2.7,3
11549,0.3,2.6,2.8,4
11549,0.5,2.2,2.3,5
10419,2.3,2.5,2.7,1
10419,1.6,2.9,2.9,2
10419,0.5,1.9,3.0,3
10419,0.6,2.2,2.7,4
10419,0.3,2.1,2.7,5
7086,1.5,1.7,2.7,1
7086,1.6,2.9,2.9,2
7086,0.8,2.9,3.0,3
7086,0.9,3.0,2.5,4
7086,1.1,2.4,2.4,5
9893,1.9,1.6,2.6,1
9893,1.5,1.5,2.9,2
9893,1.3,1.1,2.7,3
9893,1.1,2.3,2.9,4
9893,1.9,2.6,2.9,5
5002,1.9,2.6,2.9,1
5002,1.9,2.8,2.9,2
5002,1.8,2.7,3.0,3
5002,1.7,2.6,2.5,4
5002,1.6,2.5,3.0,5
10455,2.7,1.8,3.0,1
10455,1.6,2.2,3.0,2
10455,1.8,2.8,3.0,3
10455,1.6,3.0,2.8,4
10455,1.2,2.8,3.0,5
4084,2.2,3.0,2.7,1
4084,1.8,2.4,2.8,2
4084,1.5,2.4,2.9,3
4084,1.8,2.1,3.0,4
4084,1.7,2.2,3.0,5
11608,2.1,2.5,2.8,1
11608,1.7,2.3,2.7,2
11608,1.7,1.9,3.0,3
11608,1.5,2.4,3.0,4
11608,1.5,2.4,3.0,5
7962,1.7,1.7,3.0,1
7962,1.6,1.2,2.9,2
7962,1.6,2.8,2.9,3
7962,1.6,2.9,2.7,4
7962,1.0,2.7,2.2,5
5717,0.9,2.3,2.9,1
5717,1.2,1.0,2.4,2
5717,1.0,1.9,2.5,3
5717,1.0,1.2,3.0,4
5717,1.1,1.6,2.9,5
9009,1.6,2.1,2.8,1
9009,1.2,2.1,2.8,2
9009,1.8,1.3,2.8,3
9009,1.8,1.0,2.9,4
9009,1.8,1.1,2.6,5
8961,0.2,2.8,3.0,1
8961,0.6,2.4,2.7,2
8961,0.3,2.6,2.7,3
8961,0.1,3.0,2.7,4
8961,0.1,2.9,2.9,5
5811,2.2,2.8,2.7,1
5811,1.5,2.4,3.0,2
5811,0.4,2.9,3.0,3
5811,0.5,2.9,3.0,4
5811,0.6,2.5,3.0,5
12597,2.9,3.0,3.0,1
12597,2.0,3.0,2.9,2
12597,1.6,3.0,3.0,3
12597,1.3,3.0,3.0,4
12597,1.0,3.0,2.8,5
331,2.2,2.7,2.9,1
331,2.4,2.3,2.9,2
331,1.8,3.0,3.0,3
331,1.6,3.0,2.9,4
331,2.3,3.0,3.0,5
5038,2.4,2.0,3.0,1
5038,2.6,2.7,2.8,2
5038,2.2,3.0,2.7,3
5038,2.5,2.9,3.0,4
5038,2.7,2.7,2.9,5
5583,2.4,2.4,2.8,1
5583,2.6,2.9,2.9,2
5583,1.4,2.9,2.7,3
5583,1.8,3.0,2.9,4
5583,1.4,2.9,2.8,5
11818,3.0,2.8,3.0,1
11818,1.5,3.0,3.0,2
11818,1.2,3.0,2.9,3
11818,1.8,3.0,2.8,4
11818,1.2,3.0,2.8,5
3609,1.6,1.8,2.4,1
3609,0.9,1.1,2.6,2
3609,0.7,1.4,2.7,3
3609,0.6,1.8,2.6,4
3609,0.6,1.1,2.9,5
9630,1.1,2.6,2.9,1
9630,1.2,1.6,2.8,2
9630,1.4,2.2,2.5,3
9630,1.0,2.0,2.7,4
9630,0.8,1.7,2.9,5
10362,1.8,1.7,2.8,1
10362,1.7,1.5,2.6,2
10362,1.2,1.8,2.9,3
10362,0.8,2.4,3.0,4
10362,0.8,2.5,3.0,5
13052,1.9,2.9,3.0,1
13052,1.9,2.2,2.9,2
13052,2.3,1.3,2.7,3
13052,1.5,2.6,3.0,4
13052,1.4,3.0,2.8,5
6138,0.5,2.0,2.9,1
6138,0.1,1.2,2.6,2
6138,0.0,1.6,2.7,3
6138,0.0,1.6,3.0,4
6138,0.0,1.6,2.8,5
787,3.0,2.7,2.9,1
787,2.0,2.7,2.9,2
787,0.7,3.0,3.0,3
787,0.3,3.0,2.8,4
787,1.0,2.9,3.0,5
4504,3.0,3.0,2.6,1
4504,2.3,3.0,2.5,2
4504,3.0,3.0,3.0,3
4504,1.9,3.0,2.7,4
4504,1.7,3.0,2.8,5
4809,2.4,1.9,2.8,1
4809,2.2,2.3,2.9,2
4809,1.2,2.6,2.9,3
4809,1.0,2.6,2.9,4
4809,1.0,2.2,2.9,5
13046,2.6,2.9,3.0,1
13046,1.9,2.2,2.6,2
13046,1.9,2.5,2.9,3
13046,1.6,2.5,3.0,4
13046,1.2,2.7,2.8,5
13713,0.9,2.9,2.6,1
13713,0.4,0.8,2.7,2
13713,0.5,2.5,2.6,3
13713,0.4,0.8,2.9,4
13713,0.3,1.6,2.6,5
3255,0.9,2.6,3.0,1
3255,0.6,2.6,3.0,2
3255,0.9,2.3,3.0,3
3255,1.3,2.3,2.9,4
3255,1.1,1.7,2.9,5
9220,1.6,1.9,2.5,1
9220,0.8,1.9,2.9,2
9220,1.0,1.3,2.4,3
9220,0.7,1.1,2.6,4
9220,0.6,1.4,2.7,5
13030,1.9,3.0,3.0,1
13030,2.0,2.3,2.7,2
13030,1.8,3.0,2.8,3
13030,1.6,3.0,1.9,4
13030,1.6,2.9,3.0,5
10483,0.7,1.2,2.9,1
10483,0.6,1.8,2.6,2
10483,0.8,1.0,2.6,3
10483,0.8,1.6,2.6,4
10483,0.8,1.4,2.8,5
6510,1.1,1.1,2.6,1
6510,0.7,1.1,2.9,2
6510,0.5,1.6,2.8,3
6510,0.5,1.4,3.0,4
6510,0.5,1.1,2.4,5
9979,2.7,1.7,2.5,1
9979,0.8,1.3,2.4,2
9979,1.0,1.6,2.5,3
9979,0.8,2.6,2.8,4
9979,1.0,2.6,2.8,5
4104,1.3,1.8,2.6,1
4104,1.4,1.9,2.7,2
4104,1.5,1.7,2.8,3
4104,1.1,2.6,2.5,4
4104,1.6,2.5,2.8,5
11118,1.6,1.4,2.7,1
11118,1.0,0.9,2.8,2
11118,0.8,2.7,2.8,3
11118,0.8,2.5,2.6,4
11118,0.9,2.5,2.5,5
13145,0.7,0.9,2.5,1
13145,0.5,1.2,2.8,2
13145,0.4,1.0,2.9,3
13145,0.3,1.2,2.6,4
13145,0.3,1.0,2.6,5
5230,2.0,2.2,2.9,1
5230,1.6,2.3,2.7,2
5230,0.7,1.8,2.4,3
5230,0.9,1.5,2.4,4
5230,1.2,1.7,2.4,5
2997,1.6,1.6,3.0,1
2997,1.0,2.3,2.8,2
2997,0.1,2.1,2.4,3
2997,0.1,1.6,3.0,4
2997,0.3,1.7,2.9,5
6006,1.7,1.3,2.3,1
6006,0.9,1.2,2.5,2
6006,0.7,0.9,2.8,3
6006,0.6,1.1,2.3,4
6006,0.6,1.2,2.9,5
4437,1.2,2.7,2.7,1
4437,0.7,2.6,2.5,2
4437,0.2,2.3,2.7,3
4437,0.2,2.1,2.8,4
4437,0.5,1.9,2.8,5
4464,1.8,1.7,2.9,1
4464,1.7,2.0,2.7,2
4464,1.3,2.8,3.0,3
4464,0.8,2.7,2.6,4
4464,1.4,2.4,2.7,5
10929,1.6,3.0,2.8,1
10929,1.9,2.7,2.6,2
10929,1.8,2.7,3.0,3
10929,1.8,2.7,2.9,4
10929,2.0,3.0,3.0,5
8527,2.0,1.6,3.0,1
8527,1.8,2.3,2.9,2
8527,1.1,1.6,2.5,3
8527,1.2,1.8,2.6,4
8527,1.4,2.3,3.0,5
12269,1.1,1.2,2.3,1
12269,1.0,1.7,2.5,2
12269,0.8,1.6,2.7,3
12269,0.9,1.7,2.6,4
12269,1.0,1.7,2.7,5
885,2.6,2.4,2.7,1
885,1.9,1.2,2.8,2
885,1.4,1.6,2.4,3
885,1.0,1.5,2.9,4
885,0.9,1.3,2.6,5
9044,1.2,2.2,2.8,1
9044,1.1,1.2,3.0,2
9044,1.3,2.0,2.5,3
9044,0.9,1.2,2.4,4
9044,0.9,1.7,2.8,5
397,1.9,2.4,2.9,1
397,1.7,2.7,2.7,2
397,1.6,3.0,2.8,3
397,1.8,2.2,2.8,4
397,2.0,2.2,3.0,5
168,1.7,1.9,2.9,1
168,0.7,1.7,2.8,2
168,0.8,1.7,2.7,3
168,1.2,2.1,2.9,4
168,0.5,1.1,2.8,5
14703,2.1,2.0,2.4,1
14703,1.4,1.7,2.8,2
14703,1.3,2.4,3.0,3
14703,0.9,2.9,2.9,4
14703,0.9,2.6,2.7,5
6090,2.3,2.3,2.9,1
6090,1.2,2.1,2.6,2
6090,0.8,2.5,2.8,3
6090,1.0,2.3,2.6,4
6090,1.0,2.3,2.5,5
6951,2.1,1.5,2.7,1
6951,1.4,1.2,2.9,2
6951,1.7,1.9,2.8,3
6951,1.2,1.9,2.8,4
6951,1.4,1.6,3.0,5
12049,2.7,2.1,2.8,1
12049,2.8,1.5,3.0,2
12049,1.7,1.7,3.0,3
12049,1.7,1.1,2.9,4
12049,1.1,1.2,3.0,5
13720,1.6,2.0,2.5,1
13720,1.8,1.7,2.7,2
13720,1.1,2.0,2.7,3
13720,1.0,2.0,2.7,4
13720,1.1,2.0,2.8,5
11959,1.7,2.0,2.6,1
11959,1.3,2.4,2.4,2
11959,1.3,2.3,2.7,3
11959,1.1,2.2,2.4,4
11959,1.3,2.3,2.7,5
7554,0.8,1.7,2.7,1
7554,0.4,2.4,2.4,2
7554,0.4,2.4,2.9,3
7554,0.3,2.6,2.7,4
7554,0.1,2.3,2.8,5
13553,0.8,2.4,2.6,1
13553,0.8,2.4,3.0,2
13553,0.7,1.7,2.9,3
13553,0.6,1.5,2.8,4
13553,0.2,0.7,2.6,5
4200,0.4,1.1,2.6,1
4200,0.3,1.7,2.6,2
4200,0.1,0.9,2.8,3
4200,0.3,2.5,2.6,4
4200,0.1,0.6,2.7,5
7799,0.6,0.7,2.6,1
7799,0.8,0.9,2.6,2
7799,0.6,0.6,2.8,3
7799,0.4,0.5,3.0,4
7799,0.5,0.5,2.7,5
2160,2.3,2.9,2.8,1
2160,1.9,2.7,3.0,2
2160,2.0,2.5,2.8,3
2160,1.8,3.0,3.0,4
2160,1.9,2.8,2.9,5
10347,1.4,2.6,2.6,1
10347,1.2,3.0,2.6,2
10347,0.7,2.3,2.7,3
10347,0.4,1.5,2.9,4
10347,0.5,1.3,3.0,5
12172,1.3,1.9,2.9,1
12172,1.1,2.0,2.6,2
12172,1.6,1.1,2.9,3
12172,1.0,2.1,2.6,4
12172,0.6,2.0,2.7,5
12571,0.1,1.2,2.9,1
12571,0.6,2.8,2.7,2
12571,0.5,2.3,2.8,3
12571,0.3,2.5,2.8,4
12571,0.2,2.4,2.8,5
2560,1.8,1.6,2.7,1
2560,1.7,1.7,2.4,2
2560,1.8,2.3,3.0,3
2560,1.3,2.4,2.9,4
2560,1.6,2.5,2.5,5
1405,2.1,2.6,2.8,1
1405,1.3,1.6,2.8,2
1405,1.2,2.2,2.6,3
1405,0.8,1.7,2.5,4
1405,0.8,2.2,2.6,5
8509,1.9,2.9,2.9,1
8509,1.4,2.9,3.0,2
8509,1.0,2.6,2.7,3
8509,0.6,2.8,3.0,4
8509,1.0,2.7,3.0,5
1594,1.4,2.3,2.9,1
1594,0.8,1.8,3.0,2
1594,0.6,2.5,3.0,3
1594,0.7,2.4,3.0,4
1594,0.7,2.4,2.9,5
4949,1.0,1.4,3.0,1
4949,0.7,1.3,2.7,2
4949,0.6,1.3,2.7,3
4949,0.6,1.1,2.5,4
4949,0.9,1.1,2.9,5
7906,1.1,2.8,2.6,1
7906,0.6,1.4,2.7,2
7906,0.4,1.4,2.8,3
7906,0.5,1.6,2.6,4
7906,0.6,1.6,2.7,5
3075,1.1,1.4,2.8,1
3075,0.8,0.9,2.3,2
3075,1.0,1.0,2.6,3
3075,0.9,1.0,2.7,4
3075,0.8,1.0,2.6,5
10733,1.7,2.5,2.6,1
10733,1.5,2.0,2.7,2
10733,1.5,2.9,2.8,3
10733,1.5,2.8,3.0,4
10733,1.5,2.3,2.6,5
10378,1.7,2.7,2.6,1
10378,1.9,2.4,2.9,2
10378,2.1,2.6,2.7,3
10378,1.8,2.3,2.5,4
10378,1.8,2.5,2.5,5
6142,0.4,2.4,2.7,1
6142,0.4,1.1,2.6,2
6142,0.2,1.8,2.7,3
6142,0.2,2.0,2.3,4
6142,0.2,1.0,2.8,5
3084,0.7,1.2,2.9,1
3084,0.7,1.0,2.7,2
3084,0.8,1.3,2.6,3
3084,0.6,1.0,2.5,4
3084,0.6,1.5,2.7,5
3882,1.4,2.7,2.7,1
3882,1.6,2.6,2.6,2
3882,1.0,2.3,2.4,3
3882,0.9,2.4,2.7,4
3882,0.6,2.4,2.8,5
14608,0.8,2.2,3.0,1
14608,0.6,2.5,2.9,2
14608,0.9,2.5,2.8,3
14608,1.0,2.8,3.0,4
14608,0.9,2.9,2.9,5
11570,1.9,1.8,2.6,1
11570,1.4,2.0,2.6,2
11570,1.1,1.5,2.5,3
11570,0.7,1.8,2.8,4
11570,0.5,1.3,2.8,5
9415,2.2,1.7,2.9,1
9415,0.5,1.8,2.3,2
9415,0.4,2.0,2.9,3
9415,0.4,2.1,2.5,4
9415,0.4,1.6,2.8,5
8531,2.2,2.0,2.8,1
8531,1.4,2.4,2.8,2
8531,1.6,2.1,2.5,3
8531,1.2,2.4,3.0,4
8531,1.0,2.7,3.0,5
3691,1.7,2.9,2.3,1
3691,1.5,3.0,2.6,2
3691,1.7,3.0,2.8,3
3691,1.6,2.7,2.7,4
3691,1.2,2.6,2.7,5
1840,1.7,1.6,2.8,1
1840,0.9,2.4,2.6,2
1840,0.5,2.7,2.9,3
1840,0.7,2.6,3.0,4
1840,0.7,2.6,2.6,5
1496,2.3,2.2,2.6,1
1496,1.3,1.9,2.9,2
1496,1.4,2.2,2.6,3
1496,1.9,2.2,2.8,4
1496,1.6,2.2,3.0,5
8353,1.0,2.4,2.6,1
8353,0.8,1.1,2.4,2
8353,0.2,2.0,2.9,3
8353,0.4,1.0,2.7,4
8353,0.7,1.3,2.5,5
8101,1.6,1.4,2.7,1
8101,0.7,1.9,2.8,2
8101,0.5,2.4,2.6,3
8101,0.3,2.1,2.8,4
8101,0.3,2.3,2.9,5
10899,1.9,1.2,3.0,1
10899,1.4,2.8,3.0,2
10899,1.4,2.3,3.0,3
10899,1.1,1.8,2.9,4
10899,1.0,1.9,2.9,5
5023,2.8,1.7,2.7,1
5023,2.4,2.5,2.5,2
5023,2.2,2.6,2.7,3
5023,2.2,2.1,2.7,4
5023,2.2,2.1,2.8,5
7885,1.4,1.3,2.6,1
7885,1.0,0.5,2.7,2
7885,0.9,0.5,2.4,3
7885,0.9,0.6,2.7,4
7885,0.9,0.5,2.6,5
2103,2.2,2.8,2.9,1
2103,2.3,2.2,2.9,2
2103,1.9,2.4,2.9,3
2103,1.8,2.3,3.0,4
2103,1.9,2.4,3.0,5
7019,2.1,1.1,2.8,1
7019,2.0,1.1,2.6,2
7019,1.0,1.3,2.8,3
7019,0.5,1.0,2.8,4
7019,0.6,1.2,2.7,5
1190,1.3,1.1,3.0,1
1190,0.7,0.6,3.0,2
1190,1.2,0.6,3.0,3
1190,1.5,3.0,2.9,4
1190,0.9,2.8,2.9,5
8181,1.0,1.4,2.7,1
8181,1.5,2.1,2.7,2
8181,1.6,2.1,2.7,3
8181,1.2,2.4,2.7,4
8181,0.9,2.1,2.6,5
2463,2.6,3.0,3.0,1
2463,1.6,3.0,2.9,2
2463,2.0,2.9,2.9,3
2463,1.6,3.0,2.8,4
2463,1.3,3.0,3.0,5
4671,1.4,2.3,2.6,1
4671,0.8,2.0,2.7,2
4671,0.8,1.6,2.7,3
4671,0.4,1.4,2.6,4
4671,0.3,1.5,2.6,5
2115,2.4,3.0,2.9,1
2115,0.9,2.0,2.6,2
2115,0.6,2.6,2.7,3
2115,0.5,2.2,2.8,4
2115,0.4,1.8,2.5,5
8476,1.5,1.0,2.6,1
8476,1.2,1.6,2.8,2
8476,1.1,1.4,2.9,3
8476,1.1,1.4,3.0,4
8476,0.8,1.3,2.9,5
3470,1.0,1.7,2.5,1
3470,0.9,1.8,2.8,2
3470,0.9,1.7,3.0,3
3470,0.7,1.1,2.8,4
3470,0.5,1.5,2.8,5
4896,2.4,1.9,2.7,1
4896,2.3,1.6,2.9,2
4896,2.2,1.8,2.6,3
4896,1.7,1.6,2.8,4
4896,1.5,2.0,2.9,5
2362,1.9,1.8,2.8,1
2362,1.5,1.5,2.7,2
2362,0.1,1.8,2.8,3
2362,0.3,1.6,2.3,4
2362,0.1,1.1,2.5,5
2695,1.4,2.5,3.0,1
2695,0.9,2.9,2.9,2
2695,0.7,2.4,3.0,3
2695,0.4,2.2,2.8,4
2695,0.7,2.9,2.9,5
7912,2.6,2.8,2.7,1
7912,2.0,2.1,2.9,2
7912,1.6,2.9,2.9,3
7912,1.3,3.0,2.9,4
7912,1.1,2.6,3.0,5
13308,1.6,2.2,2.5,1
13308,2.7,2.1,2.9,2
13308,1.3,2.0,2.9,3
13308,1.4,2.2,2.8,4
13308,1.5,2.1,2.9,5
13086,2.8,2.6,3.0,1
13086,2.6,2.8,2.9,2
13086,2.4,2.5,3.0,3
13086,1.7,2.5,2.9,4
13086,1.1,2.0,2.9,5
475,2.1,2.7,2.9,1
475,2.7,2.8,2.8,2
475,1.9,2.4,3.0,3
475,1.6,1.9,2.9,4
475,1.4,2.0,2.9,5
5025,2.8,2.4,2.8,1
5025,2.3,2.4,2.9,2
5025,1.7,1.7,2.5,3
5025,1.4,2.4,2.5,4
5025,1.3,2.0,2.7,5
3649,2.8,2.6,2.9,1
3649,2.2,2.6,2.8,2
3649,1.5,2.3,2.9,3
3649,1.6,2.4,2.9,4
3649,1.2,2.4,3.0,5
706,1.8,1.7,2.8,1
706,1.2,1.0,2.5,2
706,0.8,1.9,2.6,3
706,0.8,1.4,2.6,4
706,0.5,1.3,2.7,5
6320,2.8,2.9,2.8,1
6320,1.7,2.7,2.9,2
6320,1.3,2.7,2.8,3
6320,1.3,2.8,3.0,4
6320,1.2,2.8,2.7,5
2194,2.6,2.4,3.0,1
2194,2.0,2.7,2.7,2
2194,1.5,2.9,2.8,3
2194,1.6,2.9,2.7,4
2194,1.4,2.5,2.9,5
6198,2.4,2.1,2.5,1
6198,1.3,2.3,2.7,2
6198,1.3,2.9,2.9,3
6198,0.8,2.8,2.9,4
6198,1.0,2.0,2.7,5
8087,1.9,2.1,2.6,1
8087,2.0,2.7,2.0,2
8087,1.6,2.3,2.6,3
8087,1.4,2.4,2.6,4
8087,1.2,2.8,2.8,5
14213,2.3,2.3,2.5,1
14213,1.9,1.4,2.6,2
14213,1.6,1.6,2.8,3
14213,1.0,1.9,2.6,4
14213,1.1,2.2,3.0,5
550,2.3,1.3,2.7,1
550,1.4,1.8,2.8,2
550,1.4,2.2,2.3,3
550,1.0,1.8,3.0,4
550,1.4,2.3,2.7,5
8287,2.1,0.8,2.9,1
8287,0.6,0.6,2.3,2
8287,0.2,0.6,2.3,3
8287,0.1,0.8,2.7,4
8287,0.1,0.8,2.7,5
3503,2.8,2.7,2.7,1
3503,2.6,2.6,2.6,2
3503,1.9,2.1,2.9,3
3503,1.3,2.9,2.9,4
3503,1.3,2.7,2.8,5
663,1.5,2.3,2.4,1
663,1.4,2.3,2.6,2
663,0.9,2.1,2.7,3
663,0.9,2.1,2.8,4
663,0.9,2.2,2.8,5
8162,1.5,1.6,2.8,1
8162,0.7,2.3,2.8,2
8162,0.6,2.3,2.9,3
8162,0.6,2.3,2.6,4
8162,0.9,1.9,2.6,5
44,1.6,1.8,2.7,1
44,1.1,1.5,2.7,2
44,1.6,1.6,2.9,3
44,1.6,2.5,2.7,4
44,1.7,1.7,2.8,5
10864,2.8,2.5,2.9,1
10864,2.0,2.8,3.0,2
10864,1.4,2.5,3.0,3
10864,2.2,2.3,2.8,4
10864,1.7,2.7,3.0,5
12669,2.8,2.7,3.0,1
12669,2.1,2.1,3.0,2
12669,1.1,2.5,2.9,3
12669,1.3,2.4,2.6,4
12669,1.4,3.0,3.0,5
3343,1.6,2.7,2.6,1
3343,1.7,1.6,2.7,2
3343,0.9,1.1,2.9,3
3343,1.1,1.0,2.4,4
3343,0.8,1.0,2.8,5
8865,1.0,1.2,2.5,1
8865,1.0,1.7,2.5,2
8865,0.7,1.1,2.3,3
8865,1.0,1.4,2.8,4
8865,1.0,1.9,2.6,5
14615,1.3,2.7,3.0,1
14615,1.2,2.9,2.8,2
14615,1.2,2.9,2.9,3
14615,1.1,2.5,2.8,4
14615,1.3,2.6,2.9,5
2180,2.8,1.6,2.7,1
