poster_number,distance,n_components
10499,2.4,150
2264,1.2,150
4496,2.0,150
2144,1.0,150
14046,1.9,150
3778,2.3,150
6179,2.0,150
351,2.4,150
1668,1.8,150
12994,2.4,150
11586,1.0,150
6238,0.6,150
424,2.7,150
3837,1.7,150
13789,1.7,150
9370,2.7,150
9140,2.0,150
11574,2.0,150
6884,2.1,150
2799,2.9,150
13282,1.8,150
11978,1.8,150
6741,1.8,150
1438,1.2,150
85,1.3,150
10399,2.2,150
10696,2.4,150
5711,2.0,150
8924,2.5,150
1915,2.3,150
11206,2.5,150
1599,2.1,150
14314,1.4,150
719,2.1,150
2244,0.7,150
12514,2.2,150
13603,2.5,150
2700,2.4,150
12943,1.9,150
5096,2.2,150
184,0.8,150
6129,2.2,150
202,0.7,150
13307,2.5,150
3052,2.2,150
12527,0.7,150
1829,2.0,150
8267,1.0,150
5361,2.6,150
7237,3.0,150
13464,2.4,150
6001,1.4,150
10022,1.3,150
1938,2.1,150
13176,2.2,150
2100,2.7,150
9248,2.4,150
209,0.7,150
8848,1.7,150
3493,0.5,150
8118,1.8,150
10850,3.0,150
4439,1.6,150
8362,0.9,150
7889,1.9,150
6802,2.0,150
492,2.5,150
34,1.2,150
12642,3.0,150
4964,1.4,150
3457,2.3,150
9945,1.8,150
14389,2.5,150
3354,2.0,150
11848,1.1,150
9815,2.0,150
4151,1.3,150
5424,2.0,150
5780,1.8,150
614,2.5,150
13045,1.4,150
9428,0.5,150
4031,1.0,150
12822,2.2,150
4435,0.1,150
2364,0.6,150
3225,2.5,150
4776,0.8,150
5001,2.3,150
13289,1.5,150
8368,1.3,150
3249,1.1,150
14345,2.8,150
11057,2.2,150
8743,2.4,150
3207,1.3,150
4044,2.4,150
10371,2.4,150
10604,2.6,150
4545,1.2,150
8050,0.9,150
605,2.4,150
6650,2.9,150
3099,0.2,150
13494,1.0,150
4534,2.1,150
6735,1.4,150
5067,3.0,150
7229,3.0,150
7944,1.7,150
5949,1.3,150
1331,1.0,150
13651,2.9,150
14274,2.4,150
13675,0.7,150
726,2.8,150
13436,1.4,150
13858,2.9,150
7917,2.3,150
449,2.7,150
7106,1.3,150
11236,1.7,150
11558,2.9,150
11345,0.4,150
4675,1.7,150
6927,1.9,150
7068,2.3,150
6851,3.0,150
536,2.2,150
10043,2.1,150
428,0.9,150
2247,1.1,150
4193,0.6,150
10832,0.6,150
658,2.3,150
5768,1.3,150
753,0.2,150
139,0.7,150
2813,1.4,150
11982,1.1,150
14389,2.5,150
9621,1.7,150
8221,1.7,150
827,2.1,150
229,2.7,150
10009,1.5,150
1390,1.3,150
11333,1.9,150
10838,3.0,150
10824,1.7,150
5619,2.3,150
2524,2.1,150
7474,1.6,150
11204,1.0,150
7381,2.1,150
14425,1.3,150
6408,3.0,150
790,2.1,150
11112,2.8,150
7147,1.3,150
13426,2.7,150
12291,2.4,150
4592,1.9,150
9204,0.6,150
14319,1.1,150
4278,2.4,150
4145,1.4,150
2697,1.7,150
14649,1.8,150
12156,0.8,150
3139,2.4,150
13181,1.2,150
6014,1.6,150
13014,2.9,150
10062,1.7,150
6614,2.0,150
10118,3.0,150
6250,1.3,150
14612,3.0,150
415,3.0,150
9476,1.8,150
363,2.0,150
9607,1.9,150
1216,0.6,150
14288,2.4,150
4346,3.0,150
912,2.4,150
11165,2.3,150
14567,0.3,150
4084,1.9,150
10803,0.8,150
4842,2.8,150
4547,1.0,150
5525,2.1,150
7220,2.3,150
3887,1.2,150
13472,1.4,150
7023,1.6,150
6120,0.7,150
5786,1.6,150
8030,1.2,150
9253,2.5,150
6833,1.4,150
12149,1.6,150
10493,1.6,150
13594,2.6,150
13252,1.5,150
12234,2.4,150
3197,1.5,150
14579,1.2,150
1306,1.5,150
10828,2.9,150
6828,2.6,150
8917,2.7,150
12796,1.7,150
14592,2.5,150
4255,2.3,150
13482,1.5,150
6261,2.9,150
10304,1.8,150
6296,3.0,150
7190,2.9,150
3435,0.4,150
254,2.6,150
13090,1.4,150
13333,1.9,150
3765,1.7,150
3436,2.9,150
4428,2.7,150
7438,1.4,150
9791,0.8,150
11711,1.6,150
10942,1.9,150
8161,2.8,150
11582,1.9,150
637,3.0,150
2242,1.1,150
14216,1.1,150
9352,1.0,150
2576,2.7,150
14445,1.8,150
7637,1.4,150
3821,2.1,150
11032,1.6,150
8568,2.7,150
1930,1.2,150
6790,1.9,150
4580,2.5,150
7355,2.8,150
11606,1.4,150
1687,2.2,150
578,0.9,150
13912,1.0,150
12917,1.5,150
3685,2.8,150
10690,1.3,150
5770,0.9,150
6340,1.6,150
114,1.3,150
7742,2.1,150
1291,2.1,150
8481,1.6,150
7460,3.0,150
10565,2.3,150
13110,2.7,150
222,1.0,150
10020,1.6,150
4367,1.7,150
5997,0.9,150
6563,2.5,150
8624,2.5,150
6379,2.3,150
4848,2.2,150
6841,2.2,150
6708,2.6,150
974,0.8,150
11726,0.4,150
6328,2.2,150
561,0.7,150
2690,2.0,150
10800,0.6,150
8641,1.9,150
14137,0.5,150
10974,1.0,150
8138,1.5,150
2980,2.3,150
10083,2.1,150
8208,2.5,150
8024,1.7,150
10304,1.8,150
7285,2.3,150
7846,1.1,150
12842,0.4,150
4435,0.1,150
2928,1.1,150
3284,2.0,150
6150,0.7,150
2654,1.8,150
2899,2.1,150
7805,2.3,150
8631,2.3,150
10388,1.9,150
1139,2.0,150
2399,0.7,150
686,1.9,150
3430,1.4,150
3901,1.8,150
3563,1.4,150
249,1.2,150
5603,2.9,150
7560,1.6,150
11568,1.8,150
12087,1.2,150
10373,1.3,150
11360,0.8,150
4945,1.6,150
11778,2.8,150
3963,1.9,150
2149,1.4,150
12517,2.1,150
9832,0.8,150
12706,2.3,150
8783,2.8,150
1515,2.9,150
4713,2.2,150
11736,1.0,150
7024,1.1,150
4890,2.2,150
1478,0.9,150
5394,2.1,150
10897,2.5,150
11236,1.7,150
8851,2.4,150
13671,2.1,150
4199,2.6,150
9598,1.6,150
3853,2.7,150
13217,0.5,150
12464,1.4,150
12059,1.1,150
6525,0.7,150
8486,1.0,150
4054,2.4,150
8666,1.1,150
4657,1.0,150
5446,1.3,150
9042,1.5,150
11827,1.6,150
978,1.8,150
8442,2.3,150
4022,2.8,150
2230,1.3,150
8865,1.0,150
6201,1.5,150
7224,1.5,150
4136,1.7,150
12292,2.6,150
5275,2.2,150
5954,2.3,150
3648,2.5,150
813,2.1,150
12166,2.1,150
3703,2.1,150
3451,2.3,150
5311,1.6,150
6991,1.4,150
14216,1.1,150
13868,2.7,150
1629,1.1,150
9905,1.7,150
740,1.7,150
4808,1.3,150
3041,1.5,150
9569,1.1,150
11105,2.0,150
12406,3.0,150
12332,2.1,150
3682,1.9,150
5908,1.6,150
4542,2.8,150
6494,1.0,150
12067,1.7,150
5988,2.2,150
12392,0.5,150
5480,2.0,150
12752,1.7,150
14477,1.3,150
13006,0.8,150
4801,2.9,150
11845,2.8,150
1080,1.6,150
4024,2.4,150
7305,1.8,150
2499,2.0,150
3588,1.3,150
4121,2.0,150
11233,2.8,150
14296,2.2,150
12753,2.2,150
5101,1.4,150
4757,1.8,150
6370,2.0,150
2391,0.4,150
2029,2.9,150
12980,3.0,150
3839,2.2,150
12233,2.7,150
6615,1.8,150
9595,1.5,150
11314,1.3,150
2069,0.8,150
5992,2.4,150
10788,3.0,150
14307,2.2,150
9786,1.6,150
10933,2.0,150
12921,1.4,150
4778,0.7,150
11960,2.0,150
4064,2.9,150
10321,1.2,150
9372,1.5,150
9418,1.6,150
9350,2.8,150
5920,0.9,150
3189,1.6,150
9081,0.5,150
14124,1.0,150
5287,1.7,150
14400,1.7,150
11397,2.6,150
3621,1.0,150
1568,1.4,150
7105,1.4,150
9128,2.7,150
11805,2.3,150
11979,1.8,150
11147,1.7,150
14186,1.1,150
2958,1.1,150
13012,1.1,150
3530,1.7,150
6981,2.5,150
11187,3.0,150
10601,1.8,150
6939,2.2,150
11217,1.4,150
9927,1.7,150
9073,1.9,150
7432,1.8,150
13274,2.0,150
7005,1.6,150
11892,2.0,150
6058,1.5,150
13293,1.3,150
11760,3.0,150
6740,2.2,150
13529,2.6,150
7717,2.1,150
5273,2.5,150
9562,1.6,150
9615,2.0,150
3316,1.1,150
5426,1.5,150
4150,1.3,150
8992,1.2,150
13485,2.6,150
6845,2.4,150
890,1.6,150
2301,2.3,150
9107,1.7,150
11772,2.4,150
1404,2.4,150
13140,1.0,150
7837,2.9,150
10428,1.6,150
11000,1.1,150
1638,2.7,150
4009,2.4,150
1525,1.5,150
3287,2.6,150
2765,2.2,150
8669,2.2,150
8464,1.8,150
12424,2.2,150
4001,2.5,150
14112,0.7,150
4579,2.0,150
7477,2.5,150
10880,0.8,150
13582,1.4,150
12376,1.1,150
1059,1.3,150
12928,2.3,150
11732,0.6,150
5442,1.8,150
7885,1.4,150
3097,2.7,150
61,2.2,150
2188,2.8,150
9684,1.3,150
3555,0.8,150
6007,0.9,150
13131,2.7,150
3827,2.9,150
6486,2.7,150
6765,1.5,150
10703,2.0,150
12770,2.4,150
10606,3.0,150
10839,1.2,150
1430,2.9,150
11562,1.4,150
1131,0.8,150
8579,0.8,150
11046,2.3,150
2105,2.7,150
1917,2.3,150
3032,2.7,150
12988,2.7,150
225,1.0,150
6045,0.8,150
14629,1.1,150
2821,2.1,150
8651,1.4,150
6457,3.0,150
6539,1.4,150
14640,2.9,150
9211,2.5,150
2100,2.7,150
625,1.3,150
3851,0.7,150
3761,2.2,150
8754,2.9,150
243,2.5,150
10400,2.8,150
3768,2.5,150
1020,1.7,150
4413,1.7,150
13645,1.2,150
10149,1.0,150
14165,2.1,150
1897,2.7,150
9789,1.0,150
13382,2.4,150
11531,1.3,150
6517,1.3,150
9566,1.8,150
5670,2.0,150
3439,2.7,150
10528,1.4,150
12749,2.8,150
530,1.2,150
10204,2.2,150
152,2.0,150
6670,1.4,150
4268,2.4,150
3002,0.8,150
3061,1.0,150
5430,1.0,150
1945,2.5,150
13852,0.7,150
5343,1.9,150
2454,1.6,150
7376,2.9,150
13048,2.7,150
1804,2.1,150
2929,1.5,150
6182,2.0,150
6471,2.1,150
2970,1.9,150
5184,0.8,150
5139,2.5,150
14521,3.0,150
57,2.8,150
14318,2.1,150
6695,0.3,150
4704,1.9,150
1958,2.4,150
4535,2.3,150
9066,0.5,150
3295,2.6,150
14647,1.2,150
10592,2.1,150
7204,1.5,150
12390,1.5,150
3807,1.7,150
4661,2.0,150
6207,2.3,150
2669,1.7,150
7090,2.4,150
2013,1.9,150
896,2.2,150
12246,0.7,150
929,1.8,150
1401,1.2,150
11255,2.9,150
12724,2.3,150
3245,0.7,150
3682,1.9,150
9318,1.3,150
11637,0.9,150
1570,1.3,150
6373,1.5,150
13964,1.1,150
9079,1.5,150
14598,1.9,150
8206,2.2,150
12572,0.4,150
10351,0.6,150
581,0.7,150
5823,3.0,150
9456,1.3,150
6517,1.3,150
10207,1.6,150
11950,1.4,150
7855,1.0,150
6900,2.6,150
8641,1.9,150
7845,2.4,150
2182,2.5,150
2974,2.2,150
3838,1.4,150
4009,2.4,150
7879,1.8,150
495,2.6,150
7074,1.2,150
3318,1.9,150
10054,0.1,150
4538,2.2,150
8349,2.3,150
769,2.3,150
7564,0.7,150
13842,2.7,150
4664,2.6,150
4479,2.6,150
8101,1.8,150
2685,0.7,150
14620,1.7,150
8020,1.0,150
9166,2.2,150
11434,2.2,150
10527,1.9,150
327,3.0,150
14277,2.2,150
4892,1.8,150
2932,0.9,150
13712,1.9,150
1716,2.1,150
8578,1.1,150
2765,2.2,150
12198,2.7,150
9801,2.1,150
13679,0.8,150
676,2.8,150
7328,1.3,150
754,1.3,150
36,2.1,150
10627,2.1,150
4189,1.1,150
11317,2.5,150
959,1.4,150
5342,1.6,150
2975,2.1,150
11681,2.1,150
6220,1.4,150
1224,1.3,150
13977,1.8,150
10064,0.3,150
13611,1.9,150
4520,1.4,150
7268,2.8,150
8179,1.0,150
12497,1.4,150
5298,2.3,150
6888,1.2,150
7280,2.6,150
8358,0.6,150
7232,2.8,150
7437,2.0,150
9969,2.3,150
5712,1.7,150
8318,0.9,150
190,1.7,150
3835,2.0,150
14636,2.2,150
9513,1.0,150
11547,0.4,150
8727,2.0,150
9456,1.3,150
1075,1.4,150
7509,2.4,150
997,1.7,150
5644,2.0,150
5259,2.3,150
14451,2.9,150
5275,2.2,150
12576,0.1,150
9042,1.5,150
9445,2.0,150
11582,1.9,150
1408,1.4,150
5452,2.4,150
1992,1.3,150
11727,0.4,150
13315,2.1,150
7360,2.3,150
3675,2.6,150
5633,2.8,150
3745,2.4,150
2005,2.4,150
3872,2.5,150
4315,0.9,150
6898,3.0,150
2918,1.4,150
12619,1.8,150
3671,2.1,150
11514,2.2,150
2947,3.0,150
3091,1.0,150
4126,1.1,150
13855,1.1,150
984,0.8,150
4966,1.1,150
8665,1.9,150
8648,2.8,150
14647,1.2,150
7531,2.7,150
1814,2.7,150
1198,2.6,150
8802,1.7,150
13097,2.3,150
5332,2.0,150
6884,2.1,150
13289,1.5,150
454,2.4,150
12285,2.7,150
12427,1.0,150
1157,2.8,150
3414,1.2,150
8597,2.7,150
9212,2.0,150
2645,1.0,150
1098,1.8,150
10721,0.4,150
2818,2.4,150
7871,1.6,150
10563,2.7,150
10484,0.8,150
3015,3.0,150
11032,1.6,150
9907,2.6,150
7659,1.4,150
13674,1.7,150
4287,0.9,150
11646,0.9,150
2522,2.7,150
1261,2.2,150
3894,2.4,150
13599,2.8,150
2151,1.7,150
14482,1.7,150
3926,2.2,150
4759,2.2,150
400,2.3,150
4781,1.5,150
2920,1.0,150
3776,1.6,150
7081,2.0,150
10176,3.0,150
12782,1.3,150
2694,1.0,150
14193,2.9,150
12555,2.0,150
3574,1.2,150
7739,2.7,150
9190,2.5,150
81,1.3,150
11581,0.8,150
1871,2.5,150
8012,2.5,150
7631,2.8,150
9466,1.0,150
1412,2.9,150
7515,2.2,150
4574,2.7,150
4040,2.8,150
8139,1.6,150
9874,0.9,150
4100,1.9,150
7665,1.2,150
11046,2.3,150
9595,1.5,150
10639,0.7,150
4414,3.0,150
10878,2.3,150
749,1.4,150
13302,1.3,150
13287,1.6,150
6962,1.5,150
8537,2.2,150
7366,2.9,150
10500,2.2,150
3027,2.2,150
12038,2.2,150
13195,1.5,150
5323,0.8,150
1900,1.3,150
5380,2.3,150
8765,2.7,150
10695,1.3,150
5034,1.8,150
12804,2.3,150
4245,2.9,150
5942,2.0,150
9706,2.4,150
11969,2.3,150
6185,1.2,150
6853,2.1,150
4078,1.3,150
121,2.9,150
13542,1.2,150
204,1.3,150
13074,2.5,150
13392,1.5,150
14332,0.9,150
4481,1.7,150
9770,1.8,150
4570,2.4,150
9577,1.5,150
4094,3.0,150
12716,2.6,150
8618,1.6,150
8982,2.5,150
9327,0.9,150
5443,1.6,150
14116,1.4,150
10524,1.8,150
811,2.3,150
10650,2.5,150
11697,1.4,150
4932,1.0,150
2831,0.9,150
2075,2.1,150
12567,0.5,150
3213,1.2,150
6734,1.2,150
925,1.7,150
5929,2.9,150
2431,2.4,150
14003,0.8,150
8034,1.5,150
13102,2.9,150
6284,1.8,150
8456,2.7,150
9602,1.6,150
13493,0.7,150
4651,1.2,150
4674,2.4,150
1863,1.4,150
6654,2.5,150
11968,1.8,150
12508,2.5,150
9508,1.6,150
1446,2.1,150
9309,2.9,150
10419,2.1,150
10807,0.9,150
9907,2.6,150
8653,2.1,150
3645,3.0,150
7988,2.6,150
597,1.4,150
1542,2.2,150
1062,1.7,200
13999,1.1,200
9472,1.9,200
1437,2.4,200
13298,1.5,200
13,1.8,200
996,1.2,200
6699,1.8,200
14198,1.7,200
11783,3.0,200
165,2.2,200
7085,2.4,200
11758,2.7,200
14460,1.4,200
11385,2.6,200
8200,1.6,200
4194,1.1,200
11686,1.0,200
3905,1.0,200
3542,0.7,200
9180,3.0,200
5121,0.6,200
3529,0.8,200
3181,1.8,200
9512,0.9,200
7903,2.0,200
1777,2.0,200
6623,2.5,200
3330,0.7,200
3788,1.8,200
9079,1.6,200
10718,1.8,200
5376,1.4,200
12826,1.8,200
5572,2.0,200
5418,2.5,200
4133,2.8,200
8719,2.7,200
6150,0.7,200
11868,1.7,200
182,2.9,200
8814,2.3,200
2882,0.9,200
3127,2.4,200
13721,1.8,200
8031,3.0,200
4774,0.7,200
2472,1.2,200
12912,1.7,200
5328,1.1,200
10510,2.3,200
11680,2.2,200
8774,1.7,200
8601,2.9,200
12664,1.7,200
10108,0.8,200
9799,2.5,200
11078,2.2,200
1824,2.1,200
9346,2.3,200
1461,1.2,200
12688,2.0,200
12748,2.1,200
2470,2.4,200
9583,2.9,200
2029,2.9,200
3586,1.0,200
10423,1.5,200
10431,1.5,200
6717,2.7,200
13849,1.8,200
4365,2.7,200
197,0.7,200
10018,1.8,200
2816,1.9,200
6582,3.0,200
13068,1.8,200
8258,1.3,200
3718,2.7,200
6007,0.9,200
3129,1.8,200
10690,1.5,200
2049,2.0,200
9439,0.6,200
1620,1.2,200
1662,1.4,200
7473,3.0,200
2062,2.6,200
9858,3.0,200
9759,2.8,200
6591,2.4,200
5969,2.2,200
6301,1.9,200
897,2.1,200
2372,1.3,200
9576,1.7,200
6728,2.0,200
12333,2.6,200
3729,1.8,200
14112,0.9,200
1139,2.4,200
11243,1.8,200
6854,2.6,200
2026,2.6,200
680,1.2,200
13869,2.8,200
13924,1.9,200
7465,2.7,200
13717,1.3,200
2945,1.3,200
4588,1.1,200
5001,2.1,200
856,1.3,200
3641,2.0,200
2067,2.2,200
9200,1.3,200
10315,1.7,200
10818,2.5,200
5326,2.2,200
11399,1.7,200
11251,2.8,200
9248,2.0,200
14615,1.3,200
5564,1.7,200
10589,1.5,200
5156,0.8,200
10499,2.4,200
2264,1.3,200
4496,2.0,200
2144,1.0,200
14046,2.0,200
3778,2.5,200
6179,2.2,200
351,2.4,200
1668,1.8,200
12994,2.1,200
11586,1.0,200
6238,0.4,200
424,2.4,200
3837,1.9,200
13789,2.0,200
9370,2.7,200
9140,2.0,200
11574,2.2,200
6884,2.2,200
2799,2.8,200
13282,2.0,200
11978,1.8,200
6741,1.8,200
1438,1.1,200
85,1.3,200
10399,2.1,200
10696,2.6,200
5711,2.3,200
8924,2.6,200
1915,1.8,200
11206,2.6,200
1599,2.3,200
14314,1.4,200
719,2.0,200
2244,1.2,200
12514,2.5,200
13603,2.2,200
2700,2.4,200
12943,2.0,200
5096,2.1,200
184,0.8,200
6129,2.4,200
202,0.8,200
13307,2.6,200
3052,2.2,200
12527,0.6,200
1829,1.5,200
8267,1.1,200
5361,2.4,200
7237,3.0,200
13464,2.7,200
6001,1.3,200
10022,1.5,200
1938,2.1,200
13176,2.2,200
2100,2.7,200
9248,2.0,200
209,0.7,200
8848,1.6,200
3493,0.7,200
8118,1.9,200
10850,2.9,200
4439,1.5,200
8362,1.2,200
7889,1.9,200
6802,1.5,200
492,2.5,200
34,1.7,200
12642,3.0,200
4964,1.4,200
3457,2.3,200
9945,1.5,200
14389,2.6,200
3354,1.7,200
11848,0.9,200
9815,1.7,200
4151,0.9,200
5424,2.3,200
5780,2.1,200
614,2.4,200
13045,1.8,200
9428,0.5,200
4031,0.8,200
12822,2.5,200
4435,0.1,200
2364,0.5,200
3225,2.3,200
4776,0.5,200
5001,2.1,200
13289,1.3,200
8368,1.3,200
3249,1.1,200
14345,2.8,200
11057,2.4,200
8743,2.4,200
3207,1.5,200
4044,2.3,200
10371,2.2,200
10604,2.6,200
4545,1.3,200
8050,1.2,200
605,2.5,200
6650,2.8,200
3099,0.1,200
13494,1.1,200
4534,1.9,200
6735,1.3,200
5067,2.9,200
7229,3.0,200
7944,1.7,200
5949,1.3,200
1331,0.8,200
13651,2.7,200
14274,2.4,200
13675,0.6,200
726,2.8,200
13436,1.4,200
13858,2.9,200
7917,2.3,200
449,2.7,200
7106,1.4,200
11236,1.9,200
11558,2.8,200
11345,0.2,200
4675,1.8,200
6927,1.9,200
7068,2.5,200
6851,3.0,200
536,2.3,200
10043,2.1,200
428,1.0,200
2247,1.0,200
4193,0.6,200
10832,0.7,200
658,1.9,200
5768,1.3,200
753,0.2,200
139,0.7,200
2813,1.8,200
11982,1.0,200
14389,2.6,200
9621,1.8,200
8221,1.5,200
827,2.2,200
229,2.7,200
10009,1.3,200
1390,1.4,200
11333,2.2,200
10838,2.7,200
10824,1.3,200
5619,2.2,200
2524,2.3,200
7474,1.4,200
11204,1.1,200
7381,2.0,200
14425,1.3,200
6408,3.0,200
790,1.9,200
11112,2.8,200
7147,1.6,200
13426,2.7,200
12291,2.4,200
4592,2.3,200
9204,1.0,200
14319,1.0,200
4278,2.6,200
4145,1.7,200
2697,1.5,200
14649,1.8,200
12156,0.8,200
3139,2.5,200
13181,1.1,200
6014,1.3,200
13014,3.0,200
10062,1.6,200
6614,1.6,200
10118,3.0,200
6250,1.2,200
14612,2.7,200
415,3.0,200
9476,1.8,200
363,1.8,200
9607,1.7,200
1216,0.6,200
14288,2.4,200
4346,3.0,200
912,2.5,200
11165,2.1,200
14567,0.3,200
4084,2.2,200
10803,0.8,200
4842,2.8,200
4547,0.9,200
5525,2.0,200
7220,2.4,200
3887,0.9,200
13472,1.4,200
7023,2.0,200
6120,0.6,200
5786,1.4,200
8030,1.4,200
9253,2.3,200
6833,0.5,200
12149,1.8,200
10493,1.7,200
13594,2.6,200
13252,1.8,200
12234,2.6,200
3197,1.7,200
14579,1.1,200
1306,1.3,200
10828,2.9,200
6828,1.7,200
8917,2.7,200
12796,1.8,200
14592,2.5,200
4255,2.3,200
13482,1.3,200
6261,2.6,200
10304,1.8,200
6296,3.0,200
7190,2.8,200
3435,0.1,200
254,2.4,200
13090,1.8,200
13333,1.8,200
3765,1.7,200
3436,2.9,200
4428,2.4,200
7438,1.6,200
9791,0.7,200
11711,1.8,200
10942,1.9,200
8161,2.9,200
11582,1.9,200
637,2.6,200
2242,1.1,200
14216,1.1,200
9352,1.4,200
2576,2.2,200
14445,1.9,200
7637,1.4,200
3821,2.2,200
11032,1.6,200
8568,2.4,200
1930,1.4,200
6790,1.9,200
4580,2.4,200
7355,2.8,200
11606,1.6,200
1687,2.2,200
578,0.9,200
13912,1.0,200
12917,1.8,200
3685,2.8,200
10690,1.5,200
5770,0.9,200
6340,1.5,200
114,1.3,200
7742,2.4,200
1291,2.0,200
8481,1.6,200
7460,2.8,200
10565,2.3,200
13110,2.5,200
222,1.2,200
10020,1.3,200
4367,1.7,200
5997,0.9,200
6563,2.5,200
8624,2.3,200
6379,2.2,200
4848,2.2,200
6841,2.2,200
6708,2.5,200
974,0.9,200
11726,0.3,200
6328,2.2,200
561,0.8,200
2690,2.2,200
10800,0.6,200
8641,1.9,200
14137,0.5,200
10974,1.2,200
8138,1.6,200
2980,2.2,200
10083,2.1,200
8208,2.5,200
8024,1.8,200
10304,1.8,200
7285,1.9,200
7846,0.9,200
12842,0.4,200
4435,0.1,200
2928,1.2,200
3284,2.2,200
6150,0.7,200
2654,2.1,200
2899,2.0,200
7805,2.2,200
8631,2.2,200
10388,1.9,200
1139,2.4,200
2399,0.5,200
686,1.9,200
3430,1.7,200
3901,1.9,200
3563,1.4,200
249,1.1,200
5603,3.0,200
7560,1.6,200
11568,1.8,200
12087,1.4,200
10373,1.7,200
11360,0.9,200
4945,1.7,200
11778,2.9,200
3963,2.0,200
2149,1.3,200
12517,2.1,200
9832,0.9,200
12706,2.2,200
8783,2.7,200
1515,2.9,200
4713,1.9,200
11736,1.0,200
7024,1.1,200
4890,1.9,200
1478,0.9,200
5394,2.2,200
10897,2.6,200
11236,1.9,200
8851,2.0,200
13671,2.2,200
4199,2.7,200
9598,1.7,200
3853,2.7,200
13217,0.5,200
12464,1.6,200
12059,0.9,200
6525,1.0,200
8486,1.0,200
4054,2.2,200
8666,1.1,200
4657,1.2,200
5446,1.1,200
9042,1.6,200
11827,1.6,200
978,1.7,200
8442,2.5,200
4022,2.8,200
2230,1.3,200
8865,1.0,200
6201,1.5,200
7224,1.2,200
4136,1.8,200
12292,2.6,200
5275,2.2,200
5954,2.2,200
3648,2.3,200
813,2.1,200
12166,2.1,200
3703,2.1,200
3451,2.4,200
5311,1.6,200
6991,1.8,200
14216,1.1,200
13868,2.7,200
1629,0.9,200
9905,1.7,200
740,1.5,200
4808,1.3,200
3041,1.4,200
9569,1.3,200
11105,2.2,200
12406,3.0,200
12332,1.8,200
3682,1.8,200
5908,1.6,200
4542,2.8,200
6494,1.0,200
12067,2.1,200
5988,2.2,200
12392,0.7,200
5480,2.5,200
12752,1.4,200
14477,1.6,200
13006,0.7,200
4801,3.0,200
11845,2.6,200
1080,1.1,200
4024,2.5,200
7305,1.7,200
2499,2.1,200
3588,1.2,200
4121,2.0,200
11233,2.8,200
14296,2.2,200
12753,2.1,200
5101,1.3,200
4757,1.8,200
6370,2.0,200
2391,0.2,200
2029,2.9,200
12980,3.0,200
3839,2.1,200
12233,2.7,200
6615,1.7,200
9595,1.7,200
11314,1.0,200
2069,0.8,200
5992,2.5,200
10788,3.0,200
14307,2.3,200
9786,1.6,200
10933,2.3,200
12921,2.0,200
4778,0.8,200
11960,2.0,200
4064,2.9,200
10321,1.0,200
9372,1.5,200
9418,1.6,200
9350,2.8,200
5920,0.8,200
3189,2.0,200
9081,0.6,200
14124,1.2,200
5287,1.5,200
14400,1.5,200
11397,2.6,200
3621,1.2,200
1568,1.9,200
7105,1.3,200
9128,2.8,200
11805,2.6,200
11979,1.8,200
11147,1.8,200
14186,0.9,200
2958,1.3,200
13012,1.2,200
3530,1.8,200
6981,2.2,200
11187,2.8,200
10601,1.4,200
6939,2.2,200
11217,1.6,200
9927,1.7,200
9073,1.9,200
7432,1.7,200
13274,2.2,200
7005,2.2,200
11892,1.9,200
6058,1.6,200
13293,1.3,200
11760,3.0,200
6740,2.3,200
13529,2.3,200
7717,2.3,200
5273,2.5,200
9562,1.6,200
9615,2.0,200
3316,1.0,200
5426,1.3,200
4150,1.4,200
8992,1.1,200
13485,2.6,200
6845,2.4,200
890,1.9,200
2301,2.3,200
9107,1.7,200
11772,2.4,200
1404,2.4,200
13140,1.1,200
7837,2.9,200
10428,1.4,200
11000,1.1,200
1638,2.6,200
4009,2.6,200
1525,1.4,200
3287,2.6,200
2765,2.2,200
8669,2.3,200
8464,2.0,200
12424,2.1,200
4001,2.5,200
14112,0.9,200
4579,2.1,200
7477,2.0,200
10880,0.7,200
13582,1.4,200
12376,1.2,200
1059,1.6,200
12928,2.3,200
11732,0.9,200
5442,1.9,200
7885,1.4,200
3097,2.0,200
61,2.0,200
2188,2.8,200
9684,1.0,200
3555,0.9,200
6007,0.9,200
13131,2.6,200
3827,2.9,200
6486,2.6,200
6765,1.5,200
10703,2.1,200
12770,2.6,200
10606,3.0,200
10839,1.1,200
1430,2.9,200
11562,1.1,200
1131,0.7,200
8579,0.8,200
11046,2.3,200
2105,2.7,200
1917,2.2,200
3032,2.5,200
12988,2.8,200
225,1.2,200
6045,0.5,200
14629,1.0,200
2821,2.1,200
8651,1.5,200
6457,3.0,200
6539,1.4,200
14640,2.4,200
9211,2.6,200
2100,2.7,200
625,1.3,200
3851,0.7,200
3761,2.3,200
8754,3.0,200
243,2.5,200
10400,2.7,200
3768,2.6,200
1020,1.7,200
4413,1.5,200
13645,1.5,200
10149,0.8,200
14165,2.2,200
1897,2.5,200
9789,1.1,200
13382,2.6,200
11531,1.1,200
6517,1.3,200
9566,1.8,200
5670,2.2,200
3439,2.6,200
10528,1.4,200
12749,2.8,200
530,1.1,200
10204,1.9,200
152,1.9,200
6670,1.5,200
4268,2.2,200
3002,1.3,200
3061,1.1,200
5430,1.1,200
1945,2.3,200
13852,1.1,200
5343,1.7,200
2454,1.8,200
7376,2.9,200
13048,2.6,200
1804,2.5,200
