poster_number,distance,n_components
658,2.4,400
5768,1.5,400
753,0.6,400
139,1.0,400
2813,1.8,400
11982,0.9,400
14389,2.6,400
9621,1.9,400
8221,2.1,400
827,2.2,400
229,2.7,400
10009,1.6,400
1390,1.2,400
11333,2.4,400
10838,2.7,400
10824,1.8,400
5619,2.2,400
2524,2.3,400
7474,1.9,400
11204,1.4,400
7381,2.4,400
14425,1.2,400
6408,2.4,400
790,2.4,400
11112,2.1,400
7147,1.9,400
13426,2.7,400
12291,2.3,400
4592,2.2,400
9204,0.9,400
14319,1.4,400
4278,2.4,400
4145,1.6,400
2697,1.4,400
14649,2.1,400
12156,0.9,400
3139,2.5,400
13181,1.1,400
6014,1.7,400
13014,2.4,400
10062,2.1,400
6614,1.7,400
10118,3.0,400
6250,0.8,400
14612,3.0,400
415,2.9,400
9476,2.0,400
363,1.9,400
9607,1.9,400
1216,0.7,400
14288,2.6,400
4346,3.0,400
912,2.6,400
11165,2.0,400
14567,0.3,400
4084,2.2,400
10803,0.9,400
4842,2.8,400
4547,0.8,400
5525,2.1,400
7220,2.6,400
3887,1.1,400
13472,1.7,400
7023,1.2,400
6120,0.9,400
5786,1.5,400
8030,1.1,400
9253,2.2,400
6833,0.0,400
12149,1.9,400
10493,1.9,400
13594,2.7,400
13252,1.8,400
12234,2.4,400
3197,2.4,400
14579,1.1,400
1306,1.6,400
10828,2.9,400
6828,0.0,400
8917,2.7,400
12796,1.8,400
14592,2.3,400
4255,2.3,400
13482,1.5,400
6261,2.6,400
10304,2.3,400
6296,2.9,400
7190,2.6,400
3435,0.4,400
254,2.4,400
13090,1.9,400
13333,2.0,400
3765,1.8,400
3436,2.9,400
4428,2.4,400
7438,1.6,400
9791,1.1,400
11711,1.6,400
10942,1.8,400
8161,2.7,400
11582,2.2,400
637,2.7,400
2242,1.1,400
14216,1.4,400
9352,1.2,400
2576,2.2,400
14445,2.3,400
7637,1.4,400
3821,2.3,400
11032,2.2,400
8568,2.7,400
1930,1.5,400
6790,2.3,400
4580,2.0,400
7355,2.8,400
11606,1.5,400
1687,2.1,400
578,1.1,400
13912,1.0,400
12917,1.8,400
3685,2.6,400
10690,2.0,400
5770,1.3,400
6340,1.3,400
114,1.1,400
7742,2.7,400
1291,1.2,400
8481,1.4,400
7460,3.0,400
10565,2.4,400
13110,2.8,400
222,1.0,400
10020,1.6,400
4367,1.7,400
5997,0.9,400
6563,2.4,400
8624,2.4,400
6379,2.5,400
4848,2.1,400
6841,1.0,400
6708,2.7,400
974,1.7,400
11726,0.4,400
6328,2.3,400
561,0.8,400
2690,2.4,400
10800,0.6,400
8641,2.2,400
14137,1.4,400
10974,1.4,400
8138,1.6,400
2980,2.5,400
10083,2.1,400
8208,2.6,400
8024,1.6,400
10304,2.3,400
7285,1.9,400
7846,1.1,400
12842,0.4,400
4435,0.1,400
2928,1.2,400
3284,2.5,400
6150,0.5,400
2654,2.1,400
2899,2.2,400
7805,2.5,400
8631,2.3,400
10388,2.2,400
1139,2.5,400
2399,0.6,400
686,1.9,400
3430,1.7,400
3901,2.0,400
3563,1.6,400
249,0.7,400
5603,3.0,400
7560,1.1,400
11568,1.8,400
12087,1.5,400
10373,1.4,400
11360,1.5,400
4945,1.6,400
11778,2.8,400
3963,2.8,400
2149,1.2,400
12517,2.1,400
9832,0.8,400
12706,2.3,400
8783,2.6,400
1515,3.0,400
4713,2.0,400
11736,1.7,400
7024,1.1,400
4890,2.0,400
1478,0.9,400
5394,2.3,400
10897,2.6,400
11236,2.5,400
8851,2.6,400
13671,2.4,400
4199,2.5,400
9598,1.6,400
3853,2.7,400
13217,0.6,400
12464,2.0,400
12059,1.7,400
6525,1.5,400
8486,1.2,400
4054,1.9,400
8666,1.3,400
4657,1.9,400
5446,1.1,400
9042,2.2,400
11827,1.4,400
978,1.8,400
8442,2.1,400
4022,2.8,400
2230,1.2,400
8865,1.2,400
6201,1.1,400
7224,1.9,400
4136,2.0,400
12292,2.5,400
5275,2.0,400
5954,2.5,400
3648,2.4,400
813,2.2,400
12166,2.1,400
3703,2.1,400
3451,2.4,400
5311,1.8,400
6991,2.3,400
14216,1.4,400
13868,2.8,400
1629,0.5,400
9905,1.7,400
740,1.4,400
4808,1.1,400
3041,2.1,400
9569,2.1,400
11105,2.1,400
12406,3.0,400
12332,2.1,400
3682,1.4,400
5908,1.6,400
4542,2.5,400
6494,1.1,400
12067,2.1,400
5988,2.3,400
12392,1.7,400
5480,2.5,400
12752,1.4,400
14477,2.0,400
13006,1.1,400
4801,2.9,400
11845,2.8,400
1080,1.7,400
4024,2.6,400
7305,1.6,400
2499,2.3,400
3588,1.5,400
4121,2.1,400
11233,2.8,400
14296,2.8,400
12753,2.4,400
5101,1.3,400
4757,1.9,400
6370,2.4,400
2391,0.4,400
2029,2.9,400
12980,2.7,400
3839,2.2,400
12233,2.7,400
6615,1.9,400
9595,2.1,400
11314,2.0,400
2069,0.7,400
5992,2.4,400
10788,3.0,400
14307,2.2,400
9786,1.8,400
10933,2.3,400
12921,2.3,400
4778,0.9,400
11960,2.0,400
4064,2.5,400
10321,1.0,400
9372,2.2,400
9418,2.4,400
9350,2.8,400
5920,0.9,400
3189,2.0,400
9081,1.3,400
14124,1.5,400
5287,2.1,400
14400,1.5,400
11397,1.9,400
3621,1.4,400
1568,1.7,400
7105,1.6,400
9128,2.0,400
11805,2.6,400
11979,1.9,400
11147,2.2,400
14186,1.1,400
2958,1.1,400
13012,1.0,400
3530,1.5,400
6981,2.2,400
11187,2.9,400
10601,2.0,400
6939,2.6,400
11217,1.8,400
9927,2.5,400
9073,1.7,400
7432,1.7,400
13274,2.3,400
7005,2.1,400
11892,1.8,400
6058,2.2,400
13293,0.7,400
11760,3.0,400
6740,2.2,400
13529,2.5,400
7717,2.1,400
5273,2.8,400
9562,1.7,400
9615,1.4,400
3316,1.4,400
5426,1.5,400
4150,1.5,400
8992,1.1,400
13485,2.4,400
6845,2.5,400
890,2.3,400
2301,2.3,400
9107,2.3,400
11772,2.1,400
1404,2.3,400
13140,0.9,400
7837,2.6,400
10428,2.0,400
11000,1.0,400
1638,2.5,400
4009,2.5,400
1525,1.4,400
3287,2.3,400
2765,2.3,400
8669,2.2,400
8464,2.2,400
12424,2.2,400
4001,2.4,400
14112,0.8,400
4579,1.9,400
7477,1.8,400
10880,0.9,400
13582,1.7,400
12376,1.3,400
1059,1.8,400
12928,2.8,400
11732,0.8,400
5442,2.0,400
7885,1.4,400
3097,0.9,400
61,2.4,400
2188,2.8,400
9684,1.0,400
3555,1.0,400
6007,1.3,400
13131,2.3,400
3827,2.8,400
6486,2.6,400
6765,2.0,400
10703,2.1,400
12770,2.4,400
10606,3.0,400
10839,1.2,400
1430,2.7,400
11562,1.3,400
1131,1.1,400
8579,0.7,400
11046,2.4,400
2105,2.7,400
1917,2.0,400
3032,2.8,400
12988,2.5,400
225,0.7,400
6045,0.6,400
14629,1.6,400
2821,2.1,400
8651,2.0,400
6457,3.0,400
6539,1.6,400
14640,2.4,400
9211,2.6,400
2100,2.5,400
625,1.3,400
3851,0.7,400
3761,2.0,400
8754,2.8,400
243,2.3,400
10400,2.5,400
3768,2.5,400
1020,1.8,400
4413,1.3,400
13645,1.7,400
10149,1.0,400
14165,2.2,400
1897,2.1,400
9789,1.2,400
13382,2.6,400
11531,1.1,400
6517,1.6,400
9566,1.4,400
5670,2.2,400
3439,2.4,400
10528,1.2,400
12749,2.7,400
530,0.9,400
10204,2.2,400
152,2.1,400
6670,2.0,400
4268,2.2,400
3002,2.1,400
3061,1.5,400
5430,2.0,400
1945,2.8,400
13852,1.2,400
5343,2.2,400
2454,1.7,400
7376,2.9,400
13048,2.3,400
1804,2.7,400
2929,1.7,400
6182,1.8,400
6471,3.0,400
2970,1.6,400
5184,0.6,400
5139,2.3,400
14521,3.0,400
57,2.7,400
14318,2.2,400
6695,0.2,400
4704,2.0,400
1958,1.5,400
4535,2.3,400
9066,0.8,400
3295,2.5,400
14647,2.0,400
10592,2.0,400
7204,2.3,400
12390,2.1,400
3807,1.4,400
4661,2.0,400
6207,2.1,400
2669,1.9,400
7090,2.4,400
2013,2.5,400
896,2.3,400
12246,0.7,400
929,2.3,400
1401,1.7,400
11255,3.0,400
12724,2.6,400
3245,1.4,400
3682,1.4,400
9318,1.6,400
11637,0.6,400
1570,2.0,400
6373,1.7,400
13964,1.2,400
9079,2.2,400
14598,1.7,400
8206,2.8,400
12572,0.7,400
10351,1.3,400
581,1.1,400
5823,3.0,400
9456,1.4,400
6517,1.6,400
10207,1.3,400
11950,1.5,400
7855,1.1,400
6900,2.6,400
8641,2.2,400
7845,2.9,400
2182,2.5,400
2974,2.0,400
3838,2.0,400
4009,2.5,400
7879,2.4,400
495,1.8,400
7074,1.4,400
3318,2.0,400
10054,0.2,400
4538,2.3,400
8349,2.3,400
769,2.4,400
7564,0.5,400
13842,2.7,400
4664,2.4,400
4479,2.7,400
8101,1.8,400
2685,1.9,400
14620,1.8,400
8020,1.6,400
9166,2.1,400
11434,2.2,400
10527,1.6,400
327,2.8,400
14277,2.6,400
4892,2.1,400
2932,1.1,400
13712,2.1,400
1716,1.8,400
8578,1.5,400
2765,2.3,400
12198,2.7,400
9801,2.1,400
13679,1.0,400
676,2.6,400
7328,2.0,400
754,1.6,400
36,2.1,400
10627,2.2,400
4189,0.7,400
11317,2.5,400
959,1.4,400
5342,1.4,400
2975,2.0,400
11681,2.3,400
6220,1.1,400
1224,1.7,400
13977,1.8,400
10064,0.5,400
13611,2.0,400
4520,1.8,400
7268,2.7,400
8179,1.1,400
12497,1.5,400
5298,2.4,400
6888,1.0,400
7280,2.6,400
8358,1.0,400
7232,2.4,400
7437,1.8,400
9969,2.3,400
5712,1.8,400
8318,0.5,400
190,1.8,400
3835,1.5,400
14636,2.4,400
9513,1.4,400
11547,0.9,400
8727,2.0,400
9456,1.4,400
1075,1.4,400
7509,2.5,400
997,2.1,400
5644,2.4,400
5259,2.1,400
14451,3.0,400
5275,2.0,400
12576,0.4,400
9042,2.2,400
9445,2.0,400
11582,2.2,400
1408,1.7,400
5452,2.5,400
1992,1.7,400
11727,0.3,400
13315,1.8,400
7360,2.3,400
3675,2.7,400
5633,2.9,400
3745,2.5,400
2005,2.7,400
3872,2.2,400
4315,1.3,400
6898,2.9,400
2918,1.6,400
12619,2.3,400
3671,2.3,400
11514,1.3,400
2947,3.0,400
3091,1.1,400
4126,1.7,400
13855,1.7,400
984,1.2,400
4966,1.1,400
8665,2.3,400
8648,2.8,400
14647,2.0,400
7531,2.7,400
1814,2.2,400
1198,2.8,400
8802,2.2,400
13097,2.6,400
5332,3.0,400
6884,2.3,400
13289,1.1,400
454,2.4,400
12285,2.7,400
12427,1.2,400
1157,3.0,400
3414,1.6,400
8597,2.8,400
9212,2.1,400
2645,1.4,400
1098,2.6,400
10721,0.8,400
2818,2.2,400
7871,1.0,400
10563,1.9,400
10484,0.9,400
3015,3.0,400
11032,2.2,400
9907,2.8,400
7659,1.5,400
13674,1.7,400
4287,1.6,400
11646,1.1,400
2522,2.5,400
1261,2.1,400
3894,2.3,400
13599,2.7,400
2151,2.2,400
14482,1.7,400
3926,2.7,400
4759,2.5,400
400,2.5,400
4781,2.3,400
2920,1.0,400
3776,2.2,400
7081,2.0,400
10176,3.0,400
12782,0.8,400
2694,1.2,400
14193,3.0,400
12555,1.8,400
3574,1.8,400
7739,2.5,400
9190,2.2,400
81,1.3,400
11581,0.6,400
1871,2.8,400
8012,2.5,400
7631,2.8,400
9466,0.8,400
1412,3.0,400
7515,2.0,400
4574,2.9,400
4040,2.8,400
8139,1.3,400
9874,1.4,400
4100,2.1,400
7665,1.7,400
11046,2.4,400
9595,2.1,400
10639,0.4,400
4414,3.0,400
10878,2.0,400
749,1.9,400
13302,1.7,400
13287,1.7,400
6962,1.6,400
8537,2.6,400
7366,2.9,400
10500,2.5,400
3027,1.7,400
12038,2.0,400
13195,1.8,400
5323,1.0,400
1900,1.7,400
5380,2.6,400
8765,2.4,400
10695,1.1,400
5034,1.8,400
12804,1.8,400
4245,2.9,400
5942,1.9,400
9706,2.7,400
11969,2.4,400
6185,1.5,400
6853,2.6,400
4078,1.3,400
121,2.9,400
13542,0.7,400
204,1.9,400
13074,2.8,400
13392,1.2,400
14332,0.9,400
4481,1.8,400
9770,1.9,400
4570,2.3,400
9577,1.9,400
4094,3.0,400
12716,2.5,400
8618,1.7,400
8982,2.8,400
9327,0.9,400
5443,1.5,400
14116,1.5,400
10524,2.2,400
811,2.1,400
10650,1.6,400
11697,1.2,400
4932,1.0,400
2831,0.8,400
2075,1.1,400
12567,1.1,400
3213,1.7,400
6734,1.5,400
925,1.4,400
5929,2.9,400
2431,2.7,400
14003,1.0,400
8034,1.4,400
13102,2.7,400
6284,1.4,400
8456,2.0,400
9602,2.2,400
13493,0.7,400
4651,1.4,400
4674,2.6,400
1863,1.5,400
6654,2.6,400
11968,1.9,400
12508,2.3,400
9508,1.5,400
1446,2.3,400
9309,2.8,400
10419,2.3,400
10807,0.8,400
9907,2.8,400
8653,2.6,400
3645,3.0,400
7988,2.6,400
597,2.0,400
1542,2.2,400
1062,2.2,500
13999,0.9,500
9472,2.0,500
1437,2.1,500
13298,1.7,500
13,1.7,500
996,0.9,500
6699,1.6,500
14198,2.2,500
11783,3.0,500
165,2.8,500
7085,2.7,500
11758,3.0,500
14460,1.2,500
11385,2.7,500
8200,1.7,500
4194,1.8,500
11686,1.1,500
3905,1.8,500
3542,0.7,500
9180,3.0,500
5121,1.0,500
3529,0.7,500
3181,0.9,500
9512,1.1,500
7903,2.7,500
1777,2.5,500
6623,2.6,500
3330,2.3,500
3788,1.6,500
9079,1.9,500
10718,1.9,500
5376,1.5,500
12826,2.0,500
5572,2.5,500
5418,2.3,500
4133,2.8,500
8719,2.7,500
6150,0.6,500
11868,2.2,500
182,2.8,500
8814,2.3,500
2882,1.8,500
3127,2.2,500
13721,2.0,500
8031,3.0,500
4774,1.4,500
2472,1.6,500
12912,1.9,500
5328,1.7,500
10510,2.0,500
11680,2.4,500
8774,1.8,500
8601,2.8,500
12664,2.4,500
10108,1.0,500
9799,2.8,500
11078,2.1,500
1824,2.2,500
9346,2.2,500
1461,1.7,500
12688,1.9,500
12748,2.3,500
2470,2.3,500
9583,2.7,500
2029,2.9,500
3586,1.3,500
10423,2.2,500
10431,1.6,500
6717,2.7,500
13849,1.8,500
4365,3.0,500
197,1.5,500
10018,1.3,500
2816,2.1,500
6582,3.0,500
13068,1.8,500
8258,1.7,500
3718,2.6,500
6007,1.4,500
3129,1.9,500
10690,1.8,500
2049,2.2,500
9439,0.3,500
1620,1.0,500
1662,1.4,500
7473,3.0,500
2062,2.7,500
9858,3.0,500
9759,2.6,500
6591,2.4,500
5969,2.1,500
6301,1.6,500
897,2.2,500
2372,1.7,500
9576,1.6,500
6728,1.8,500
12333,1.9,500
3729,2.3,500
14112,0.8,500
1139,2.5,500
11243,2.3,500
6854,2.7,500
2026,2.3,500
680,1.4,500
13869,2.7,500
13924,1.7,500
7465,2.7,500
13717,1.4,500
2945,1.3,500
4588,1.8,500
5001,2.1,500
856,1.7,500
3641,1.8,500
2067,2.6,500
9200,1.6,500
10315,1.7,500
10818,2.3,500
5326,2.2,500
11399,1.5,500
11251,3.0,500
9248,2.3,500
14615,1.8,500
5564,1.8,500
10589,2.0,500
5156,0.9,500
10499,3.0,500
2264,1.4,500
4496,2.1,500
2144,0.8,500
14046,2.2,500
3778,2.8,500
6179,2.3,500
351,2.7,500
1668,0.9,500
12994,1.6,500
11586,1.3,500
6238,0.6,500
424,2.4,500
3837,1.7,500
13789,2.3,500
9370,2.7,500
9140,2.2,500
11574,2.6,500
6884,2.5,500
2799,2.9,500
13282,1.4,500
11978,1.9,500
6741,2.4,500
1438,1.3,500
85,2.1,500
10399,2.1,500
10696,2.7,500
5711,2.5,500
8924,2.4,500
1915,2.1,500
11206,2.4,500
1599,2.4,500
14314,1.7,500
719,2.0,500
2244,1.4,500
12514,2.3,500
13603,2.4,500
2700,2.1,500
12943,2.4,500
5096,2.0,500
184,0.8,500
6129,2.4,500
202,1.3,500
13307,2.5,500
3052,1.9,500
12527,0.8,500
1829,1.6,500
8267,1.6,500
5361,2.5,500
7237,3.0,500
13464,2.8,500
6001,1.6,500
10022,1.7,500
1938,2.3,500
13176,2.3,500
2100,2.7,500
9248,2.3,500
209,1.1,500
8848,2.1,500
3493,0.8,500
8118,1.7,500
10850,2.9,500
4439,2.1,500
8362,1.7,500
7889,2.3,500
6802,2.1,500
492,2.4,500
34,1.7,500
12642,3.0,500
4964,1.5,500
3457,2.3,500
9945,1.9,500
14389,2.6,500
3354,1.8,500
11848,1.3,500
9815,2.1,500
4151,1.0,500
5424,2.6,500
5780,1.6,500
614,2.5,500
13045,1.6,500
9428,0.7,500
4031,1.4,500
12822,1.9,500
4435,0.1,500
2364,1.3,500
3225,2.6,500
4776,1.4,500
5001,2.1,500
13289,1.1,500
8368,1.3,500
3249,0.8,500
14345,2.9,500
11057,2.4,500
8743,2.4,500
3207,1.5,500
4044,2.3,500
10371,2.2,500
10604,2.5,500
4545,1.4,500
8050,1.6,500
605,2.4,500
6650,2.9,500
3099,0.9,500
13494,1.4,500
4534,1.8,500
6735,1.8,500
5067,3.0,500
7229,3.0,500
7944,1.4,500
5949,1.2,500
1331,1.2,500
13651,2.6,500
14274,2.3,500
13675,1.1,500
726,2.8,500
13436,1.4,500
13858,2.3,500
7917,2.6,500
449,2.2,500
7106,1.3,500
11236,2.3,500
11558,2.6,500
11345,0.3,500
4675,1.6,500
6927,2.4,500
7068,2.5,500
6851,3.0,500
536,2.3,500
10043,2.3,500
428,1.5,500
2247,1.2,500
4193,0.5,500
10832,0.8,500
658,2.3,500
5768,1.5,500
753,0.8,500
139,0.9,500
2813,1.9,500
11982,0.9,500
14389,2.6,500
9621,2.5,500
8221,2.1,500
827,2.2,500
229,2.7,500
10009,1.6,500
1390,1.6,500
11333,2.4,500
10838,2.6,500
10824,1.7,500
5619,2.3,500
2524,2.3,500
7474,2.1,500
11204,1.4,500
7381,2.4,500
14425,1.2,500
6408,2.4,500
790,2.4,500
11112,2.0,500
7147,1.9,500
13426,2.7,500
12291,2.4,500
4592,2.0,500
9204,1.3,500
14319,1.4,500
4278,2.4,500
4145,1.6,500
2697,1.7,500
14649,2.1,500
12156,0.8,500
3139,2.5,500
13181,1.2,500
6014,1.6,500
13014,2.7,500
10062,2.4,500
6614,1.7,500
10118,3.0,500
6250,0.5,500
14612,2.7,500
415,3.0,500
9476,1.9,500
363,1.8,500
9607,1.8,500
1216,0.7,500
14288,2.4,500
4346,3.0,500
912,2.6,500
11165,2.0,500
14567,0.3,500
4084,2.4,500
10803,1.1,500
4842,2.8,500
4547,0.8,500
5525,2.2,500
7220,2.8,500
3887,1.4,500
13472,1.5,500
7023,1.4,500
6120,1.1,500
5786,1.6,500
8030,1.3,500
9253,2.4,500
6833,0.0,500
12149,1.9,500
10493,2.3,500
13594,2.5,500
13252,1.8,500
12234,2.2,500
3197,2.4,500
14579,1.1,500
1306,1.5,500
10828,2.9,500
6828,0.0,500
8917,2.7,500
12796,2.0,500
14592,2.3,500
4255,2.3,500
13482,1.5,500
6261,2.6,500
10304,2.3,500
6296,2.9,500
7190,2.6,500
3435,0.7,500
254,2.4,500
13090,2.4,500
13333,2.0,500
3765,1.8,500
3436,2.9,500
4428,2.6,500
7438,1.6,500
9791,1.0,500
11711,1.8,500
10942,2.1,500
8161,2.6,500
11582,2.1,500
637,2.8,500
2242,1.1,500
14216,1.8,500
9352,1.4,500
2576,2.4,500
14445,2.4,500
7637,1.6,500
3821,2.1,500
11032,2.3,500
8568,2.7,500
1930,1.5,500
6790,2.3,500
4580,2.2,500
7355,2.9,500
11606,1.4,500
1687,2.1,500
578,1.2,500
13912,1.4,500
12917,2.0,500
3685,2.6,500
10690,1.8,500
5770,1.4,500
6340,1.4,500
114,1.2,500
7742,2.7,500
1291,1.5,500
8481,1.4,500
7460,3.0,500
10565,2.8,500
13110,2.8,500
222,1.0,500
10020,1.5,500
4367,2.0,500
5997,0.9,500
6563,2.2,500
8624,2.3,500
6379,2.6,500
4848,2.1,500
6841,0.4,500
6708,2.8,500
974,1.7,500
11726,0.4,500
6328,2.4,500
561,0.8,500
2690,2.1,500
10800,0.5,500
8641,2.2,500
14137,1.6,500
10974,1.1,500
8138,1.5,500
2980,2.4,500
10083,2.1,500
8208,2.6,500
8024,1.6,500
10304,2.3,500
7285,2.2,500
7846,1.2,500
12842,0.4,500
4435,0.1,500
2928,1.0,500
3284,2.5,500
6150,0.6,500
2654,2.1,500
2899,2.2,500
7805,2.1,500
8631,2.3,500
10388,2.2,500
1139,2.5,500
2399,0.6,500
686,1.9,500
3430,1.7,500
3901,1.9,500
3563,1.3,500
249,0.7,500
5603,3.0,500
7560,1.3,500
11568,1.8,500
12087,1.5,500
10373,1.6,500
11360,1.5,500
4945,2.1,500
11778,2.9,500
3963,2.7,500
2149,1.5,500
12517,2.1,500
9832,0.7,500
12706,2.3,500
8783,2.4,500
1515,3.0,500
4713,2.0,500
11736,1.9,500
7024,1.2,500
4890,2.0,500
1478,1.1,500
5394,2.4,500
10897,2.6,500
11236,2.3,500
8851,2.4,500
13671,2.7,500
4199,2.9,500
9598,1.6,500
3853,2.6,500
13217,0.6,500
12464,2.1,500
12059,1.7,500
6525,1.7,500
8486,1.4,500
4054,1.6,500
8666,1.7,500
4657,1.6,500
5446,1.3,500
9042,2.3,500
11827,1.7,500
978,2.1,500
8442,2.1,500
4022,2.6,500
2230,1.2,500
8865,1.5,500
6201,1.1,500
7224,1.8,500
4136,2.0,500
12292,2.6,500
5275,2.1,500
5954,2.3,500
3648,2.4,500
813,2.2,500
12166,2.1,500
3703,1.9,500
3451,2.4,500
5311,2.0,500
6991,2.3,500
14216,1.8,500
13868,2.6,500
1629,0.7,500
9905,1.8,500
740,1.6,500
4808,1.4,500
3041,1.7,500
9569,2.1,500
11105,2.2,500
12406,3.0,500
12332,1.8,500
3682,1.6,500
5908,1.6,500
4542,2.5,500
6494,1.1,500
12067,2.1,500
5988,2.4,500
12392,1.5,500
5480,2.2,500
12752,1.5,500
14477,2.0,500
13006,1.4,500
4801,3.0,500
11845,2.6,500
1080,1.7,500
4024,2.6,500
7305,1.6,500
2499,2.2,500
3588,1.5,500
4121,2.2,500
11233,2.8,500
14296,2.8,500
12753,2.4,500
5101,1.6,500
4757,1.9,500
6370,2.4,500
2391,1.2,500
2029,2.9,500
12980,2.7,500
3839,2.2,500
12233,2.7,500
6615,1.9,500
9595,2.2,500
11314,2.1,500
2069,1.0,500
5992,2.1,500
10788,3.0,500
14307,2.2,500
9786,2.0,500
10933,2.0,500
12921,2.4,500
4778,0.9,500
11960,2.0,500
4064,2.6,500
10321,1.2,500
9372,2.1,500
9418,2.2,500
9350,2.8,500
5920,0.7,500
3189,2.1,500
9081,1.3,500
14124,1.5,500
5287,1.9,500
14400,1.4,500
11397,1.9,500
3621,1.6,500
1568,1.8,500
7105,1.6,500
9128,2.3,500
11805,2.7,500
11979,1.9,500
11147,1.9,500
14186,1.1,500
2958,1.1,500
13012,1.0,500
3530,1.6,500
6981,2.4,500
11187,2.9,500
10601,2.0,500
6939,2.6,500
11217,2.1,500
9927,2.3,500
9073,1.9,500
7432,1.7,500
13274,2.2,500
7005,2.3,500
11892,1.8,500
6058,2.3,500
13293,0.7,500
11760,3.0,500
6740,2.3,500
13529,2.2,500
7717,2.3,500
5273,2.8,500
9562,1.7,500
9615,1.4,500
3316,1.8,500
5426,1.5,500
4150,1.5,500
8992,1.2,500
13485,2.2,500
6845,2.5,500
890,2.4,500
2301,2.3,500
9107,2.1,500
11772,2.1,500
1404,2.7,500
13140,0.9,500
7837,2.9,500
10428,1.8,500
11000,1.2,500
1638,2.4,500
4009,2.2,500
1525,1.2,500
3287,2.5,500
2765,2.6,500
8669,2.3,500
8464,2.2,500
12424,2.2,500
4001,2.3,500
14112,0.8,500
4579,1.8,500
7477,1.8,500
10880,1.0,500
13582,1.9,500
12376,1.3,500
1059,1.8,500
12928,2.8,500
11732,0.9,500
5442,2.2,500
7885,1.4,500
3097,0.9,500
61,2.2,500
2188,2.8,500
9684,1.8,500
3555,1.0,500
6007,1.4,500
13131,2.6,500
3827,2.9,500
6486,2.2,500
6765,1.7,500
10703,2.3,500
12770,2.4,500
10606,3.0,500
10839,0.9,500
1430,2.7,500
11562,1.5,500
1131,1.4,500
8579,0.4,500
11046,2.4,500
2105,2.7,500
1917,1.9,500
3032,2.8,500
12988,2.3,500
225,0.8,500
6045,0.7,500
14629,2.2,500
2821,2.2,500
8651,2.0,500
6457,3.0,500
6539,1.5,500
14640,2.6,500
9211,2.6,500
2100,2.7,500
625,1.1,500
3851,0.7,500
3761,2.0,500
8754,2.8,500
243,2.4,500
10400,2.5,500
3768,2.6,500
1020,1.8,500
4413,1.2,500
13645,1.7,500
10149,1.2,500
14165,2.1,500
1897,1.9,500
9789,1.2,500
13382,2.6,500
11531,1.3,500
6517,1.8,500
9566,1.8,500
5670,2.2,500
3439,2.4,500
10528,1.8,500
12749,2.6,500
530,0.8,500
10204,2.2,500
152,1.9,500
6670,2.0,500
4268,2.4,500
3002,1.8,500
3061,1.9,500
5430,1.6,500
1945,2.8,500
13852,1.5,500
5343,2.3,500
2454,1.7,500
7376,2.9,500
13048,2.2,500
1804,2.6,500
2929,1.6,500
6182,1.8,500
6471,3.0,500
2970,1.3,500
5184,0.7,500
5139,2.4,500
14521,3.0,500
57,2.8,500
14318,2.3,500
6695,0.2,500
4704,1.9,500
1958,1.5,500
4535,2.3,500
9066,1.3,500
3295,2.8,500
14647,1.9,500
10592,2.0,500
7204,2.1,500
12390,2.1,500
3807,1.3,500
4661,2.0,500
6207,2.0,500
2669,1.7,500
7090,2.5,500
2013,2.4,500
896,2.4,500
12246,0.7,500
929,2.3,500
1401,1.8,500
11255,3.0,500
12724,2.6,500
3245,1.6,500
3682,1.6,500
9318,1.8,500
11637,0.7,500
1570,1.9,500
6373,1.3,500
13964,1.4,500
9079,1.9,500
14598,1.5,500
8206,2.9,500
12572,0.7,500
10351,1.1,500
581,1.2,500
5823,3.0,500
9456,1.5,500
6517,1.8,500
10207,1.3,500
11950,1.5,500
7855,1.3,500
6900,2.6,500
8641,2.2,500
7845,2.9,500
2182,2.6,500
2974,2.1,500
3838,2.1,500
4009,2.2,500
7879,2.1,500
495,1.6,500
7074,2.1,500
3318,1.9,500
10054,0.2,500
4538,2.3,500
8349,2.4,500
769,2.4,500
7564,0.4,500
13842,2.7,500
4664,2.6,500
4479,2.7,500
8101,1.8,500
2685,1.9,500
14620,2.0,500
8020,1.6,500
9166,2.2,500
11434,1.9,500
10527,1.9,500
327,3.0,500
14277,2.4,500
4892,2.1,500
2932,1.5,500
13712,2.1,500
1716,1.6,500
8578,1.7,500
2765,2.6,500
12198,2.6,500
9801,2.0,500
13679,1.2,500
676,2.2,500
7328,2.0,500
754,1.7,500
36,2.1,500
10627,2.3,500
4189,0.9,500
11317,2.5,500
959,1.6,500
5342,1.4,500
2975,1.8,500
11681,2.7,500
6220,1.1,500
1224,2.0,500
13977,2.0,500
10064,0.4,500
13611,2.1,500
4520,1.9,500
7268,2.8,500
8179,1.0,500
12497,1.8,500
5298,2.2,500
6888,0.6,500
7280,2.8,500
8358,0.9,500
7232,2.6,500
7437,1.5,500
9969,2.2,500
5712,1.9,500
8318,0.5,500
190,1.8,500
3835,1.5,500
14636,2.2,500
9513,1.4,500
11547,1.0,500
8727,2.2,500
9456,1.5,500
1075,1.3,500
7509,2.5,500
997,2.2,500
5644,2.7,500
5259,2.0,500
14451,3.0,500
5275,2.1,500
12576,0.5,500
9042,2.3,500
9445,2.0,500
11582,2.1,500
